EntityId,MapSourceId,EntityName,WugType,WugRegion,WugCounty,EntityIsSplit,SourceName,SourceType,WmsId,WmsSponsorRegion,WmsName,WmsType,SS2020,SS2030,SS2040,SS2050,SS2060,SS2070
1,1076,ABILENE,MUNICIPAL,G,JONES,Y,BRA SYSTEM OPERATIONS PERMIT SUPPLY,SURFACE WATER,5355,G,BRA SYSTEM OPERATION--SURPLUS,OTHER SURFACE WATER,292,305,306,235,236,237
1,1076,ABILENE,MUNICIPAL,G,TAYLOR,Y,BRA SYSTEM OPERATIONS PERMIT SUPPLY,SURFACE WATER,5355,G,BRA SYSTEM OPERATION--SURPLUS,OTHER SURFACE WATER,5381,5376,6796,5207,5206,5205
2,,AMARILLO,MUNICIPAL,A,POTTER,Y,DEMAND REDUCTION,DEMAND REDUCTION,311,A,MUNICIPAL CONSERVATION - AMARILLO,MUNICIPAL CONSERVATION,539,599,662,725,794,866
2,,AMARILLO,MUNICIPAL,A,POTTER,Y,DEMAND REDUCTION,DEMAND REDUCTION,4026,A,WATER AUDIT AND LEAK REPAIR - AMARILLO,MUNICIPAL CONSERVATION,1146,1249,1361,1481,1618,1766
2,,AMARILLO,MUNICIPAL,A,POTTER,Y,DEMAND REDUCTION,DEMAND REDUCTION,4802,A,ADVANCED METERING INFRASTRUCTURE - AMARILLO,MUNICIPAL CONSERVATION,820,911,1008,1104,1209,1320
2,,AMARILLO,MUNICIPAL,A,RANDALL,Y,DEMAND REDUCTION,DEMAND REDUCTION,311,A,MUNICIPAL CONSERVATION - AMARILLO,MUNICIPAL CONSERVATION,437,488,540,594,650,709
2,,AMARILLO,MUNICIPAL,A,RANDALL,Y,DEMAND REDUCTION,DEMAND REDUCTION,4026,A,WATER AUDIT AND LEAK REPAIR - AMARILLO,MUNICIPAL CONSERVATION,931,1019,1111,1211,1325,1443
2,,AMARILLO,MUNICIPAL,A,RANDALL,Y,DEMAND REDUCTION,DEMAND REDUCTION,4802,A,ADVANCED METERING INFRASTRUCTURE - AMARILLO,MUNICIPAL CONSERVATION,665,744,823,904,989,1078
2,169,AMARILLO,MUNICIPAL,A,POTTER,Y,DIRECT REUSE,REUSE,730,A,DIRECT POTABLE REUSE - AMARILLO,DIRECT POTABLE REUSE,0,1101,1101,1100,1100,1100
2,169,AMARILLO,MUNICIPAL,A,RANDALL,Y,DIRECT REUSE,REUSE,730,A,DIRECT POTABLE REUSE - AMARILLO,DIRECT POTABLE REUSE,0,899,899,900,900,900
2,465,AMARILLO,MUNICIPAL,A,POTTER,Y,OGALLALA AQUIFER | CARSON,GROUNDWATER,690,A,DEVELOP POTTER/CARSON COUNTY WELL FIELD (OGALLALA AQUIFER) - AMARILLO,GROUNDWATER WELLS AND OTHER,0,5504,5504,10997,10997,11003
2,465,AMARILLO,MUNICIPAL,A,RANDALL,Y,OGALLALA AQUIFER | CARSON,GROUNDWATER,690,A,DEVELOP POTTER/CARSON COUNTY WELL FIELD (OGALLALA AQUIFER) - AMARILLO,GROUNDWATER WELLS AND OTHER,0,4496,4496,9003,9003,8997
2,501,AMARILLO,MUNICIPAL,A,POTTER,Y,OGALLALA AQUIFER | ROBERTS,GROUNDWATER,675,A,REPLACE WELL CAPACITY,GROUNDWATER WELLS AND OTHER,0,0,450,1184,2592,3293
2,501,AMARILLO,MUNICIPAL,A,POTTER,Y,OGALLALA AQUIFER | ROBERTS,GROUNDWATER,677,A,EXPAND CAPACITY CRMWA 2,GROUNDWATER WELLS AND OTHER,0,2708,3012,3780,3625,2796
2,501,AMARILLO,MUNICIPAL,A,POTTER,Y,OGALLALA AQUIFER | ROBERTS,GROUNDWATER,687,A,DEVELOP ROBERTS COUNTY WELL FIELD (OGALLALA AQUIFER) - AMARILLO,GROUNDWATER WELLS AND OTHER,0,0,0,0,0,6167
2,501,AMARILLO,MUNICIPAL,A,RANDALL,Y,OGALLALA AQUIFER | ROBERTS,GROUNDWATER,675,A,REPLACE WELL CAPACITY,GROUNDWATER WELLS AND OTHER,0,0,367,969,2122,2693
2,501,AMARILLO,MUNICIPAL,A,RANDALL,Y,OGALLALA AQUIFER | ROBERTS,GROUNDWATER,677,A,EXPAND CAPACITY CRMWA 2,GROUNDWATER WELLS AND OTHER,0,2213,2460,3094,2967,2287
2,501,AMARILLO,MUNICIPAL,A,RANDALL,Y,OGALLALA AQUIFER | ROBERTS,GROUNDWATER,687,A,DEVELOP ROBERTS COUNTY WELL FIELD (OGALLALA AQUIFER) - AMARILLO,GROUNDWATER WELLS AND OTHER,0,0,0,0,0,5043
2,1113,AMARILLO,MUNICIPAL,A,POTTER,Y,OGALLALA AQUIFER ASR | RANDALL,GROUNDWATER,4842,A,AMARILLO ASR,AQUIFER STORAGE AND RECOVERY,0,2752,3578,3574,3574,3576
2,1113,AMARILLO,MUNICIPAL,A,RANDALL,Y,OGALLALA AQUIFER ASR | RANDALL,GROUNDWATER,4842,A,AMARILLO ASR,AQUIFER STORAGE AND RECOVERY,0,2248,2922,2926,2926,2924
7,,AUSTIN,MUNICIPAL,K,HAYS,Y,DEMAND REDUCTION,DEMAND REDUCTION,2482,K,DROUGHT MANAGEMENT,DROUGHT MANAGEMENT,9,38,59,94,137,198
7,,AUSTIN,MUNICIPAL,K,TRAVIS,Y,DEMAND REDUCTION,DEMAND REDUCTION,2482,K,DROUGHT MANAGEMENT,DROUGHT MANAGEMENT,7766,9045,10489,11480,12271,13342
7,,AUSTIN,MUNICIPAL,K,TRAVIS,Y,DEMAND REDUCTION,DEMAND REDUCTION,3481,K,AUSTIN - CONSERVATION,MUNICIPAL CONSERVATION,4910,14890,24870,30120,35370,40620
7,,AUSTIN,MUNICIPAL,K,WILLIAMSON,Y,DEMAND REDUCTION,DEMAND REDUCTION,2482,K,DROUGHT MANAGEMENT,DROUGHT MANAGEMENT,491,625,733,849,981,1126
7,169,AUSTIN,MUNICIPAL,K,TRAVIS,Y,DIRECT REUSE,REUSE,3479,K,AUSTIN - DECENTRALIZED DIRECT NON-POTABLE REUSE,OTHER DIRECT REUSE,0,1400,4160,8330,12510,16680
7,169,AUSTIN,MUNICIPAL,K,TRAVIS,Y,DIRECT REUSE,REUSE,4984,K,AUSTIN - CENTRALIZED DIRECT NON-POTABLE REUSE,OTHER DIRECT REUSE,500,2990,10250,14583,18917,23250
7,169,AUSTIN,MUNICIPAL,K,TRAVIS,Y,DIRECT REUSE,REUSE,4985,K,AUSTIN - BLACKWATER AND GREYWATER REUSE,OTHER DIRECT REUSE,0,1450,3450,5400,7340,9290
7,215,AUSTIN,MUNICIPAL,K,TRAVIS,Y,EDWARDS-BFZ AQUIFER | TRAVIS,GROUNDWATER,3486,K,AUSTIN - BRACKISH GROUNDWATER DESALINATION,GROUNDWATER DESALINATION,0,0,0,0,0,2700
7,381,AUSTIN,MUNICIPAL,K,TRAVIS,Y,COLORADO INDIRECT REUSE,REUSE,3490,K,AUSTIN - INDIRECT POTABLE REUSE THROUGH LADY BIRD LAKE,INDIRECT REUSE,0,0,11000,14000,17000,20000
7,658,AUSTIN,MUNICIPAL,K,TRAVIS,Y,COLORADO RUN-OF-RIVER,SURFACE WATER,3482,K,AUSTIN - LONGHORN DAM OPERATION IMPROVEMENTS,OTHER SURFACE WATER,0,3000,3000,3000,3000,3000
7,658,AUSTIN,MUNICIPAL,K,TRAVIS,Y,COLORADO RUN-OF-RIVER,SURFACE WATER,3484,K,AUSTIN - CAPTURE LOCAL INFLOWS TO LADY BIRD LAKE,OTHER SURFACE WATER,0,0,3000,3000,3000,3000
7,658,AUSTIN,MUNICIPAL,K,TRAVIS,Y,COLORADO RUN-OF-RIVER,SURFACE WATER,3485,K,AUSTIN - LAKE AUSTIN OPERATIONS,OTHER SURFACE WATER,1250,1250,1250,1250,1250,1250
7,805,AUSTIN,MUNICIPAL,K,TRAVIS,Y,TRINITY AQUIFER | TRAVIS,GROUNDWATER,3486,K,AUSTIN - BRACKISH GROUNDWATER DESALINATION,GROUNDWATER DESALINATION,0,0,0,0,0,2300
7,892,AUSTIN,MUNICIPAL,K,TRAVIS,Y,CARRIZO-WILCOX AQUIFER ASR | BASTROP,GROUNDWATER,3530,K,AUSTIN - AQUIFER STORAGE AND RECOVERY,AQUIFER STORAGE AND RECOVERY,0,0,7900,10500,13200,15800
7,1067,AUSTIN,MUNICIPAL,K,TRAVIS,Y,RAINWATER HARVESTING,SURFACE WATER,3489,K,AUSTIN - ONSITE RAINWATER AND STORMWATER HARVESTING,OTHER STRATEGIES,0,790,1880,2890,3890,4900
7,1067,AUSTIN,MUNICIPAL,K,TRAVIS,Y,RAINWATER HARVESTING,SURFACE WATER,4986,K,AUSTIN - COMMUNITY-SCALE STORMWATER HARVESTING,OTHER STRATEGIES,0,66,158,184,210,236
7,1079,AUSTIN,MUNICIPAL,K,TRAVIS,Y,AUSTIN OFF-CHANNEL LAKE/RESERVOIR,SURFACE WATER,4987,K,AUSTIN - OFF-CHANNEL RESERVOIR AND EVAPORATION SUPPRESSION,NEW MAJOR RESERVOIR,0,0,0,0,0,25827
9,,BEAUMONT,MUNICIPAL,I,JEFFERSON,N,DEMAND REDUCTION,DEMAND REDUCTION,4858,I,JEFF-BEA-ADVANCED CONSERVATION ,MUNICIPAL CONSERVATION,2027,3425,4202,5112,6171,7382
9,683,BEAUMONT,MUNICIPAL,I,JEFFERSON,N,SAM RAYBURN-STEINHAGEN LAKE/RESERVOIR SYSTEM,SURFACE WATER,4957,I,BEAUMONT CONTRACT AMENDMENT,OTHER SURFACE WATER,0,0,0,0,228,2249
13,,BORGER,MUNICIPAL,A,HUTCHINSON,N,DEMAND REDUCTION,DEMAND REDUCTION,518,A,MUNICIPAL CONSERVATION - BORGER,MUNICIPAL CONSERVATION,41,43,43,43,43,43
13,501,BORGER,MUNICIPAL,A,HUTCHINSON,N,OGALLALA AQUIFER | ROBERTS,GROUNDWATER,675,A,REPLACE WELL CAPACITY,GROUNDWATER WELLS AND OTHER,0,0,116,304,666,846
13,501,BORGER,MUNICIPAL,A,HUTCHINSON,N,OGALLALA AQUIFER | ROBERTS,GROUNDWATER,677,A,EXPAND CAPACITY CRMWA 2,GROUNDWATER WELLS AND OTHER,0,1636,1678,1999,1906,1728
18,,CACTUS MUNICIPAL WATER SYSTEM,MUNICIPAL,A,MOORE,N,DEMAND REDUCTION,DEMAND REDUCTION,520,A,MUNICIPAL CONSERVATION - CACTUS,MUNICIPAL CONSERVATION,13,15,17,19,21,23
18,494,CACTUS MUNICIPAL WATER SYSTEM,MUNICIPAL,A,MOORE,N,OGALLALA AQUIFER | MOORE,GROUNDWATER,654,A,DEVELOP NEW WELL FIELD (OGALLALA AQUIFER) - CACTUS,GROUNDWATER WELLS AND OTHER,3992,3227,2779,2390,2159,2143
22,,CARTHAGE,MUNICIPAL,I,PANOLA,N,DEMAND REDUCTION,DEMAND REDUCTION,4865,I,CARTHAGE - MUNICIPAL CONSERVATION,MUNICIPAL CONSERVATION,23,39,41,44,47,50
23,,CASH SUD,MUNICIPAL,C,ROCKWALL,Y,DEMAND REDUCTION,DEMAND REDUCTION,796,C,CONSERVATION - CASH SUD,MUNICIPAL CONSERVATION,0,1,2,3,5,7
23,,CASH SUD,MUNICIPAL,C,ROCKWALL,Y,DEMAND REDUCTION,DEMAND REDUCTION,2307,C,"CONSERVATION, WATER LOSS CONTROL - CASH SUD",MUNICIPAL CONSERVATION,1,1,0,0,0,0
23,,CASH SUD,MUNICIPAL,C,ROCKWALL,Y,DEMAND REDUCTION,DEMAND REDUCTION,4390,C,"CONSERVATION, IRRIGATION RESTRICTIONS – CASH SUD",MUNICIPAL CONSERVATION,4,5,7,8,9,11
23,,CASH SUD,MUNICIPAL,D,HUNT,Y,DEMAND REDUCTION,DEMAND REDUCTION,2557,D,ADVANCED WATER CONSERVATION (CASH SUD),MUNICIPAL CONSERVATION,0,1,1,0,0,0
23,390,CASH SUD,MUNICIPAL,C,ROCKWALL,Y,TRINITY INDIRECT REUSE,REUSE,2418,C,NTMWD - EXPANDED WETLAND REUSE,INDIRECT REUSE,0,1,3,3,4,4
23,390,CASH SUD,MUNICIPAL,C,ROCKWALL,Y,TRINITY INDIRECT REUSE,REUSE,4750,C,NTMWD - ADDITIONAL LAVON WATERSHED REUSE,INDIRECT REUSE,0,0,0,1,3,4
23,390,CASH SUD,MUNICIPAL,D,HUNT,Y,TRINITY INDIRECT REUSE,REUSE,2418,C,NTMWD - EXPANDED WETLAND REUSE,INDIRECT REUSE,0,16,40,36,55,59
23,390,CASH SUD,MUNICIPAL,D,HUNT,Y,TRINITY INDIRECT REUSE,REUSE,4750,C,NTMWD - ADDITIONAL LAVON WATERSHED REUSE,INDIRECT REUSE,0,0,0,19,47,61
23,390,CASH SUD,MUNICIPAL,D,RAINS,Y,TRINITY INDIRECT REUSE,REUSE,2418,C,NTMWD - EXPANDED WETLAND REUSE,INDIRECT REUSE,0,0,1,1,2,1
23,390,CASH SUD,MUNICIPAL,D,RAINS,Y,TRINITY INDIRECT REUSE,REUSE,4750,C,NTMWD - ADDITIONAL LAVON WATERSHED REUSE,INDIRECT REUSE,0,0,0,0,1,1
23,425,CASH SUD,MUNICIPAL,C,ROCKWALL,Y,MARVIN NICHOLS LAKE/RESERVOIR,SURFACE WATER,2429,C,"MARVIN NICHOLS (328) STRATEGY FOR NTMWD, TRWD, AND UTRWD",NEW MAJOR RESERVOIR,0,0,0,19,22,19
23,425,CASH SUD,MUNICIPAL,D,HOPKINS,Y,MARVIN NICHOLS LAKE/RESERVOIR,SURFACE WATER,2429,C,"MARVIN NICHOLS (328) STRATEGY FOR NTMWD, TRWD, AND UTRWD",NEW MAJOR RESERVOIR,0,0,0,1,1,1
23,425,CASH SUD,MUNICIPAL,D,HUNT,Y,MARVIN NICHOLS LAKE/RESERVOIR,SURFACE WATER,2429,C,"MARVIN NICHOLS (328) STRATEGY FOR NTMWD, TRWD, AND UTRWD",NEW MAJOR RESERVOIR,0,0,0,251,300,261
23,425,CASH SUD,MUNICIPAL,D,RAINS,Y,MARVIN NICHOLS LAKE/RESERVOIR,SURFACE WATER,2429,C,"MARVIN NICHOLS (328) STRATEGY FOR NTMWD, TRWD, AND UTRWD",NEW MAJOR RESERVOIR,0,0,0,6,6,4
23,854,CASH SUD,MUNICIPAL,C,ROCKWALL,Y,WRIGHT PATMAN LAKE/RESERVOIR,SURFACE WATER,4767,C,"WRIGHT PATMAN REALLOCATION FOR NTMWD, TRWD, AND UTRWD",OTHER SURFACE WATER,0,0,0,0,0,6
23,854,CASH SUD,MUNICIPAL,D,HUNT,Y,WRIGHT PATMAN LAKE/RESERVOIR,SURFACE WATER,4767,C,"WRIGHT PATMAN REALLOCATION FOR NTMWD, TRWD, AND UTRWD",OTHER SURFACE WATER,0,0,0,0,0,89
23,854,CASH SUD,MUNICIPAL,D,RAINS,Y,WRIGHT PATMAN LAKE/RESERVOIR,SURFACE WATER,4767,C,"WRIGHT PATMAN REALLOCATION FOR NTMWD, TRWD, AND UTRWD",OTHER SURFACE WATER,0,0,0,0,0,1
23,1016,CASH SUD,MUNICIPAL,C,ROCKWALL,Y,OKLAHOMA RUN-OF-RIVER,SURFACE WATER,2279,C,NTMWD - OKLAHOMA,OTHER SURFACE WATER,0,0,0,0,0,6
23,1016,CASH SUD,MUNICIPAL,D,HUNT,Y,OKLAHOMA RUN-OF-RIVER,SURFACE WATER,2279,C,NTMWD - OKLAHOMA,OTHER SURFACE WATER,0,0,0,0,0,78
23,1016,CASH SUD,MUNICIPAL,D,RAINS,Y,OKLAHOMA RUN-OF-RIVER,SURFACE WATER,2279,C,NTMWD - OKLAHOMA,OTHER SURFACE WATER,0,0,0,0,0,1
23,1068,CASH SUD,MUNICIPAL,C,ROCKWALL,Y,NORTH TEXAS MWD LAKE/RESERVOIR SYSTEM,SURFACE WATER,2970,C,NTMWD - TEXOMA BLENDING,OTHER SURFACE WATER,0,0,0,4,5,13
23,1068,CASH SUD,MUNICIPAL,C,ROCKWALL,Y,NORTH TEXAS MWD LAKE/RESERVOIR SYSTEM,SURFACE WATER,4864,C,NTMWD - ADDITIONAL MEASURES TO ACCESS FULL LAVON YIELD,OTHER SURFACE WATER,0,17,21,12,14,14
23,1068,CASH SUD,MUNICIPAL,D,HOPKINS,Y,NORTH TEXAS MWD LAKE/RESERVOIR SYSTEM,SURFACE WATER,2970,C,NTMWD - TEXOMA BLENDING,OTHER SURFACE WATER,0,0,0,1,1,1
23,1068,CASH SUD,MUNICIPAL,D,HOPKINS,Y,NORTH TEXAS MWD LAKE/RESERVOIR SYSTEM,SURFACE WATER,4864,C,NTMWD - ADDITIONAL MEASURES TO ACCESS FULL LAVON YIELD,OTHER SURFACE WATER,0,1,2,0,1,8
23,1068,CASH SUD,MUNICIPAL,D,HUNT,Y,NORTH TEXAS MWD LAKE/RESERVOIR SYSTEM,SURFACE WATER,2970,C,NTMWD - TEXOMA BLENDING,OTHER SURFACE WATER,0,0,93,150,178,177
23,1068,CASH SUD,MUNICIPAL,D,HUNT,Y,NORTH TEXAS MWD LAKE/RESERVOIR SYSTEM,SURFACE WATER,4864,C,NTMWD - ADDITIONAL MEASURES TO ACCESS FULL LAVON YIELD,OTHER SURFACE WATER,0,229,286,198,233,148
23,1068,CASH SUD,MUNICIPAL,D,HUNT,Y,NORTH TEXAS MWD LAKE/RESERVOIR SYSTEM,SURFACE WATER,5381,D,INCREASE EXISTING CONTRACT (CASH SUD),OTHER SURFACE WATER,332,416,568,642,471,337
23,1068,CASH SUD,MUNICIPAL,D,RAINS,Y,NORTH TEXAS MWD LAKE/RESERVOIR SYSTEM,SURFACE WATER,2970,C,NTMWD - TEXOMA BLENDING,OTHER SURFACE WATER,0,0,2,3,3,3
23,1068,CASH SUD,MUNICIPAL,D,RAINS,Y,NORTH TEXAS MWD LAKE/RESERVOIR SYSTEM,SURFACE WATER,4864,C,NTMWD - ADDITIONAL MEASURES TO ACCESS FULL LAVON YIELD,OTHER SURFACE WATER,0,8,9,6,5,46
24,,CEDAR HILL,MUNICIPAL,C,DALLAS,Y,DEMAND REDUCTION,DEMAND REDUCTION,797,C,CONSERVATION - CEDAR HILL,MUNICIPAL CONSERVATION,217,320,425,523,577,630
24,,CEDAR HILL,MUNICIPAL,C,DALLAS,Y,DEMAND REDUCTION,DEMAND REDUCTION,2277,C,"CONSERVATION, WATER LOSS CONTROL - CEDAR HILL",MUNICIPAL CONSERVATION,209,252,219,251,251,251
24,,CEDAR HILL,MUNICIPAL,C,DALLAS,Y,DEMAND REDUCTION,DEMAND REDUCTION,2438,C,"CONSERVATION – WASTE PROHIBITION, CEDAR HILL",MUNICIPAL CONSERVATION,36,52,66,73,73,73
24,,CEDAR HILL,MUNICIPAL,C,DALLAS,Y,DEMAND REDUCTION,DEMAND REDUCTION,4391,C,"CONSERVATION, IRRIGATION RESTRICTIONS – CEDAR HILL",MUNICIPAL CONSERVATION,288,385,450,486,486,486
24,,CEDAR HILL,MUNICIPAL,C,ELLIS,Y,DEMAND REDUCTION,DEMAND REDUCTION,797,C,CONSERVATION - CEDAR HILL,MUNICIPAL CONSERVATION,3,5,7,10,10,12
24,,CEDAR HILL,MUNICIPAL,C,ELLIS,Y,DEMAND REDUCTION,DEMAND REDUCTION,2277,C,"CONSERVATION, WATER LOSS CONTROL - CEDAR HILL",MUNICIPAL CONSERVATION,3,3,3,4,4,4
24,,CEDAR HILL,MUNICIPAL,C,ELLIS,Y,DEMAND REDUCTION,DEMAND REDUCTION,2438,C,"CONSERVATION – WASTE PROHIBITION, CEDAR HILL",MUNICIPAL CONSERVATION,0,1,1,1,1,1
24,,CEDAR HILL,MUNICIPAL,C,ELLIS,Y,DEMAND REDUCTION,DEMAND REDUCTION,4391,C,"CONSERVATION, IRRIGATION RESTRICTIONS – CEDAR HILL",MUNICIPAL CONSERVATION,4,5,6,8,8,8
24,159,CEDAR HILL,MUNICIPAL,C,DALLAS,Y,COLUMBIA LAKE/RESERVOIR,SURFACE WATER,2589,I,ANRA-COL - LAKE COLUMBIA,NEW MAJOR RESERVOIR,0,0,0,0,0,517
24,159,CEDAR HILL,MUNICIPAL,C,ELLIS,Y,COLUMBIA LAKE/RESERVOIR,SURFACE WATER,2589,I,ANRA-COL - LAKE COLUMBIA,NEW MAJOR RESERVOIR,0,0,0,0,0,9
24,390,CEDAR HILL,MUNICIPAL,C,DALLAS,Y,TRINITY INDIRECT REUSE,REUSE,2419,C,DWU - INDIRECT REUSE IMPLEMENTATION,INDIRECT REUSE,0,21,392,530,582,577
24,390,CEDAR HILL,MUNICIPAL,C,DALLAS,Y,TRINITY INDIRECT REUSE,REUSE,2419,C,DWU - INDIRECT REUSE IMPLEMENTATION,NEW MAJOR RESERVOIR,0,0,0,817,889,885
24,390,CEDAR HILL,MUNICIPAL,C,ELLIS,Y,TRINITY INDIRECT REUSE,REUSE,2419,C,DWU - INDIRECT REUSE IMPLEMENTATION,INDIRECT REUSE,0,0,5,9,11,11
24,390,CEDAR HILL,MUNICIPAL,C,ELLIS,Y,TRINITY INDIRECT REUSE,REUSE,2419,C,DWU - INDIRECT REUSE IMPLEMENTATION,NEW MAJOR RESERVOIR,0,0,0,14,15,15
24,600,CEDAR HILL,MUNICIPAL,C,DALLAS,Y,PALESTINE LAKE/RESERVOIR,SURFACE WATER,2712,C,DWU - LAKE PALESTINE,OTHER SURFACE WATER,0,60,972,1081,1018,938
24,600,CEDAR HILL,MUNICIPAL,C,ELLIS,Y,PALESTINE LAKE/RESERVOIR,SURFACE WATER,2712,C,DWU - LAKE PALESTINE,OTHER SURFACE WATER,0,1,14,18,17,16
24,663,CEDAR HILL,MUNICIPAL,C,DALLAS,Y,NECHES RUN-OF-RIVER,SURFACE WATER,2218,I,UNM-ROR-NECHES RUN OF RIVER,OTHER SURFACE WATER,0,0,0,0,468,437
24,663,CEDAR HILL,MUNICIPAL,C,ELLIS,Y,NECHES RUN-OF-RIVER,SURFACE WATER,2218,I,UNM-ROR-NECHES RUN OF RIVER,OTHER SURFACE WATER,0,0,0,0,8,7
24,738,CEDAR HILL,MUNICIPAL,C,DALLAS,Y,TAWAKONI LAKE/RESERVOIR,SURFACE WATER,4948,C,DWU - CONSERVATION SURPLUS REALLOCATION,OTHER SURFACE WATER,0,3,29,29,29,27
24,738,CEDAR HILL,MUNICIPAL,C,ELLIS,Y,TAWAKONI LAKE/RESERVOIR,SURFACE WATER,4948,C,DWU - CONSERVATION SURPLUS REALLOCATION,OTHER SURFACE WATER,0,0,0,1,0,0
25,,CEDAR PARK,MUNICIPAL,G,WILLIAMSON,Y,DEMAND REDUCTION,DEMAND REDUCTION,3908,G,MUNICIPAL WATER CONSERVATION - CEDAR PARK,MUNICIPAL CONSERVATION,0,1887,3638,5212,6516,6833
25,,CEDAR PARK,MUNICIPAL,K,TRAVIS,Y,DEMAND REDUCTION,DEMAND REDUCTION,2482,K,DROUGHT MANAGEMENT,DROUGHT MANAGEMENT,410,393,393,393,393,393
25,,CEDAR PARK,MUNICIPAL,K,TRAVIS,Y,DEMAND REDUCTION,DEMAND REDUCTION,2766,K,MUNICIPAL CONSERVATION - CEDAR PARK ,MUNICIPAL CONSERVATION,203,420,590,586,583,582
25,169,CEDAR PARK,MUNICIPAL,G,WILLIAMSON,Y,DIRECT REUSE,REUSE,4687,G,REUSE- CEDAR PARK,OTHER DIRECT REUSE,2886,2715,1120,1120,1120,1120
25,368,CEDAR PARK,MUNICIPAL,G,WILLIAMSON,Y,HIGHLAND LAKES LAKE/RESERVOIR SYSTEM,SURFACE WATER,3020,G,BRUSHY CREEK RUA-EXISTING CONTRACTS,OTHER SURFACE WATER,1,1,1,1,1,1
26,,CENTER,MUNICIPAL,I,SHELBY,N,DEMAND REDUCTION,DEMAND REDUCTION,4866,I,CENTER - MUNICIPAL CONSERVATION,MUNICIPAL CONSERVATION,26,45,52,57,64,70
26,748,CENTER,MUNICIPAL,I,SHELBY,N,TOLEDO BEND LAKE/RESERVOIR,SURFACE WATER,3019,I,CENT-TOL-PIPELINE FROM TOLEDO BEND TO LAKE CENTER,OTHER SURFACE WATER,0,0,2242,2242,2242,2242
26,953,CENTER,MUNICIPAL,I,SHELBY,N,SABINE INDIRECT REUSE,REUSE,5445,I,CENT-REU-CITY OF CENTER REUSE PIPELINE FROM WWTP TO LAKE CENTER,INDIRECT REUSE,0,1121,1121,1121,1121,1121
31,,CLEAR LAKE CITY WATER AUTHORITY,MUNICIPAL,H,HARRIS,N,DEMAND REDUCTION,DEMAND REDUCTION,4140,H,"MUNICIPAL CONSERVATION, CLEAR LAKE CITY WATER AUTHORITY",MUNICIPAL CONSERVATION,352,526,610,729,864,1030
31,,CLEAR LAKE CITY WATER AUTHORITY,MUNICIPAL,H,HARRIS,N,DEMAND REDUCTION,DEMAND REDUCTION,4289,H,"WATER LOSS REDUCTION, CLEAR LAKE CITY WATER AUTHORITY",MUNICIPAL CONSERVATION,80,232,354,372,390,410
