EntityId,EntityName,WugType,WugRegion,WugCounty,EntityIsSplit,D2020,D2030,D2040,D2050,D2060,D2070
201,ARP,MUNICIPAL,I,SMITH,N,175,178,182,189,197,206
202,ASHERTON,MUNICIPAL,L,DIMMIT,N,238,249,260,271,280,287
203,ASPERMONT,MUNICIPAL,G,STONEWALL,N,249,245,241,241,240,240
204,ATASCOSA RURAL WSC,MUNICIPAL,L,BEXAR,N,1481,1729,1963,2198,2421,2627
205,ATHENS,MUNICIPAL,C,HENDERSON,Y,2906,3174,3400,3730,6394,9484
205,ATHENS,MUNICIPAL,I,HENDERSON,Y,56,59,61,65,68,72
206,ATLANTA,MUNICIPAL,D,CASS,N,1017,1075,1135,1209,1206,1206
207,AUBREY,MUNICIPAL,C,DENTON,N,547,711,823,972,1164,1412
209,AZLE,MUNICIPAL,C,PARKER,Y,386,407,430,457,551,705
209,AZLE,MUNICIPAL,C,TARRANT,Y,1546,1629,1721,1829,2203,2822
210,BACLIFF MUD,MUNICIPAL,H,GALVESTON,N,539,515,506,513,520,528
212,BAIRD,MUNICIPAL,G,CALLAHAN,N,257,249,242,241,241,241
213,BALCH SPRINGS,MUNICIPAL,C,DALLAS,N,2749,2894,3066,3293,3546,3808
215,BALLINGER,MUNICIPAL,F,RUNNELS,N,689,687,671,669,667,667
217,BANDERA,MUNICIPAL,J,BANDERA,N,342,383,404,413,419,423
218,BANGS,MUNICIPAL,F,BROWN,N,310,305,296,291,290,290
220,BARTLETT,MUNICIPAL,G,BELL,Y,158,181,205,230,256,282
220,BARTLETT,MUNICIPAL,G,WILLIAMSON,Y,200,208,221,236,255,275
221,BARTON CREEK WEST WSC,MUNICIPAL,K,TRAVIS,N,436,433,430,428,427,427
223,CROSS TIMBERS WSC,MUNICIPAL,C,DENTON,N,1642,2060,2073,2096,2128,2166
224,BASTROP,MUNICIPAL,K,BASTROP,N,2046,2709,3590,4803,6458,8660
225,BASTROP COUNTY WCID 2,MUNICIPAL,K,BASTROP,N,479,690,971,1357,1882,2580
226,BAY CITY,MUNICIPAL,K,MATAGORDA,N,2916,2969,2985,3031,3074,3110
227,GALVESTON COUNTY MUD 12,MUNICIPAL,H,GALVESTON,N,270,261,256,254,254,254
228,BAYTOWN,MUNICIPAL,H,CHAMBERS,Y,651,745,842,952,1081,1218
228,BAYTOWN,MUNICIPAL,H,HARRIS,Y,9479,9313,9221,9241,9371,9526
231,BECKVILLE,MUNICIPAL,I,PANOLA,N,136,147,153,160,166,171
232,BEDFORD,MUNICIPAL,C,TARRANT,N,9202,9679,10191,10785,10768,10768
234,BEEVILLE,MUNICIPAL,N,BEE,N,3336,3397,3394,3377,3375,3376
235,BELL MILAM FALLS WSC,MUNICIPAL,G,BELL,Y,337,354,371,389,410,432
235,BELL MILAM FALLS WSC,MUNICIPAL,G,FALLS,Y,172,176,174,168,173,178
235,BELL MILAM FALLS WSC,MUNICIPAL,G,MILAM,Y,225,232,237,246,255,264
235,BELL MILAM FALLS WSC,MUNICIPAL,G,WILLIAMSON,Y,43,53,65,78,94,110
236,BELLAIRE,MUNICIPAL,H,HARRIS,N,4200,4467,4780,5155,5598,6088
237,BELLMEAD,MUNICIPAL,G,MCLENNAN,N,1233,1261,1288,1331,1388,1448
238,BELLS,MUNICIPAL,C,GRAYSON,N,182,206,232,250,580,783
239,BELLVILLE,MUNICIPAL,H,AUSTIN,N,1126,1191,1264,1359,1470,1594
240,BELTON,MUNICIPAL,G,BELL,N,3791,4353,4951,5568,6198,6824
241,DUVAL COUNTY CRD,MUNICIPAL,N,DUVAL,N,260,266,271,277,285,291
242,BENBROOK WATER AUTHORITY,MUNICIPAL,C,TARRANT,N,5164,5614,6081,6797,7544,7544
243,BENTON CITY WSC,MUNICIPAL,L,ATASCOSA,Y,1067,1202,1331,1461,1589,1711
243,BENTON CITY WSC,MUNICIPAL,L,FRIO,Y,67,72,76,81,86,90
243,BENTON CITY WSC,MUNICIPAL,L,MEDINA,Y,601,703,792,871,945,1011
244,BERRYVILLE,MUNICIPAL,I,HENDERSON,N,118,124,129,138,147,157
245,BERTRAM,MUNICIPAL,K,BURNET,N,430,511,581,649,710,764
246,BETHANY WSC,MUNICIPAL,G,JOHNSON,N,363,392,426,468,520,576
247,BETHEL ASH WSC,MUNICIPAL,C,HENDERSON,Y,215,234,251,276,300,323
247,BETHEL ASH WSC,MUNICIPAL,D,VAN ZANDT,Y,92,116,134,153,169,183
247,BETHEL ASH WSC,MUNICIPAL,I,HENDERSON,Y,321,350,376,414,450,486
248,BETHESDA WSC,MUNICIPAL,C,TARRANT,Y,2225,2448,2678,2914,3164,3412
248,BETHESDA WSC,MUNICIPAL,G,JOHNSON,Y,3811,4304,4826,5428,6104,6833
250,BEVIL OAKS,MUNICIPAL,I,JEFFERSON,N,134,135,138,146,156,167
252,BIG LAKE,MUNICIPAL,F,REAGAN,N,730,795,834,877,906,928
254,BIG SANDY,MUNICIPAL,D,UPSHUR,N,224,234,244,255,269,281
255,BIG SPRING,MUNICIPAL,F,HOWARD,N,6227,6368,6379,6327,6316,6316
256,BIG WELLS,MUNICIPAL,L,DIMMIT,N,121,126,129,133,137,141
257,BISHOP,MUNICIPAL,N,NUECES,N,593,627,645,660,672,681
258,BISTONE MUNICIPAL WATER SUPPLY DISTRICT,MUNICIPAL,G,LIMESTONE,N,233,241,247,258,267,273
259,THE BITTER CREEK WSC,MUNICIPAL,G,FISHER,Y,134,129,125,124,124,124
259,THE BITTER CREEK WSC,MUNICIPAL,G,NOLAN,Y,193,196,197,204,209,214
260,BLACKLAND WSC,MUNICIPAL,C,ROCKWALL,Y,856,952,1009,1030,1159,1248
260,BLACKLAND WSC,MUNICIPAL,D,HUNT,Y,9,9,8,8,8,8
261,BLANCO,MUNICIPAL,K,BLANCO,N,316,365,393,407,418,425
263,BLOOMING GROVE,MUNICIPAL,C,NAVARRO,N,163,175,187,204,223,243
264,BLOSSOM,MUNICIPAL,D,LAMAR,N,136,134,131,131,133,135
265,BLUE BELL MANOR UTILITY,MUNICIPAL,H,HARRIS,N,623,632,657,689,727,760
267,BLUE RIDGE,MUNICIPAL,C,COLLIN,N,413,687,6403,14735,21025,29142
268,BOERNE,MUNICIPAL,L,KENDALL,N,3169,4086,5067,6049,7063,8062
269,BOGATA,MUNICIPAL,D,RED RIVER,N,123,116,113,112,112,112
271,BOLIVAR WSC,MUNICIPAL,C,COOKE,Y,104,107,109,113,117,121
271,BOLIVAR WSC,MUNICIPAL,C,DENTON,Y,885,1028,1212,1429,1697,2007
271,BOLIVAR WSC,MUNICIPAL,C,WISE,Y,79,87,96,107,120,134
272,BONHAM,MUNICIPAL,C,FANNIN,N,2024,2505,3393,4598,5662,6882
273,BOOKER,MUNICIPAL,A,LIPSCOMB,Y,496,547,576,618,648,673
273,BOOKER,MUNICIPAL,A,OCHILTREE,Y,6,9,13,16,20,25
274,BOVINA,MUNICIPAL,O,PARMER,N,373,402,429,458,496,531
275,BOWIE,MUNICIPAL,B,MONTAGUE,N,995,1003,997,1002,1011,1019
276,BOYD,MUNICIPAL,C,WISE,N,217,229,316,391,547,593
277,BRACKETTVILLE,MUNICIPAL,J,KINNEY,N,608,602,594,593,592,592
278,BRADY,MUNICIPAL,F,MCCULLOCH,N,1391,1420,1402,1410,1412,1414
279,BRANDON IRENE WSC,MUNICIPAL,C,ELLIS,Y,9,11,14,18,22,26
279,BRANDON IRENE WSC,MUNICIPAL,C,NAVARRO,Y,25,27,29,31,34,37
279,BRANDON IRENE WSC,MUNICIPAL,G,HILL,Y,231,237,239,246,253,259
280,BRAZORIA,MUNICIPAL,H,BRAZORIA,N,318,313,308,308,311,316
282,BRAZORIA COUNTY MUD 2,MUNICIPAL,H,BRAZORIA,N,1666,1658,1655,1653,1653,1654
283,BRAZORIA COUNTY MUD 3,MUNICIPAL,H,BRAZORIA,N,655,646,648,654,662,676
286,BRECKENRIDGE,MUNICIPAL,G,STEPHENS,N,1002,1012,1006,1004,1005,1015
287,BREMOND,MUNICIPAL,G,ROBERTSON,N,181,193,205,220,235,250
288,BRENHAM,MUNICIPAL,G,WASHINGTON,N,4329,4627,4821,5038,5225,5382
290,BRIDGE CITY,MUNICIPAL,I,ORANGE,N,796,784,770,778,786,795
291,BRIDGEPORT,MUNICIPAL,C,WISE,N,1273,1526,1793,2456,3268,4083
295,BROOKESMITH SUD,MUNICIPAL,F,BROWN,Y,1199,1195,1170,1156,1153,1153
295,BROOKESMITH SUD,MUNICIPAL,F,COLEMAN,Y,6,6,6,6,6,6
295,BROOKESMITH SUD,MUNICIPAL,K,MILLS,Y,7,7,7,7,8,8
296,BROOKSHIRE MWD,MUNICIPAL,H,WALLER,N,602,710,837,981,1146,1326
298,BROWNFIELD,MUNICIPAL,O,TERRY,N,1604,1665,1718,1841,1919,1993
299,BROWNSBORO,MUNICIPAL,I,HENDERSON,N,218,259,295,343,386,428
300,BROWNSVILLE,MUNICIPAL,M,CAMERON,N,35477,41198,47168,53886,60982,68336
301,BROWNWOOD,MUNICIPAL,F,BROWN,N,3717,3713,3640,3600,3593,3593
302,BRUCEVILLE EDDY,MUNICIPAL,G,FALLS,Y,196,206,267,280,296,312
302,BRUCEVILLE EDDY,MUNICIPAL,G,MCLENNAN,Y,834,878,868,913,963,1014
303,BRUSHY CREEK MUD,MUNICIPAL,G,WILLIAMSON,N,3084,3022,2985,2965,2960,2959
304,BRUSHY CREEK WSC,MUNICIPAL,I,ANDERSON,Y,288,281,272,265,264,264
304,BRUSHY CREEK WSC,MUNICIPAL,I,HENDERSON,Y,79,80,81,84,89,93
305,BRYAN,MUNICIPAL,G,BRAZOS,N,14944,17356,20223,23804,28205,35620
307,BUDA,MUNICIPAL,K,HAYS,Y,1768,2508,3419,4563,5860,7338
307,BUDA,MUNICIPAL,L,HAYS,Y,298,388,499,639,797,978
308,BUENA VISTA-BETHEL SUD,MUNICIPAL,C,ELLIS,N,1282,1541,1800,2299,3300,4395
309,BUFFALO,MUNICIPAL,H,LEON,N,386,387,387,393,401,410
310,BULLARD,MUNICIPAL,I,CHEROKEE,Y,11,12,13,15,16,17
310,BULLARD,MUNICIPAL,I,SMITH,Y,728,920,1115,1329,1547,1773
312,BUNKER HILL VILLAGE,MUNICIPAL,H,HARRIS,N,1662,1773,1898,2040,2200,2375
313,BURKBURNETT,MUNICIPAL,B,WICHITA,N,1461,1460,1457,1462,1483,1505
314,BURLESON,MUNICIPAL,C,TARRANT,Y,1275,1299,1425,1982,2402,2683
314,BURLESON,MUNICIPAL,G,JOHNSON,Y,5191,6185,7128,7736,8578,9626
315,BURNET,MUNICIPAL,K,BURNET,N,1661,1976,2244,2506,2742,2949
317,CADDO BASIN SUD,MUNICIPAL,C,COLLIN,Y,258,312,417,551,707,876
317,CADDO BASIN SUD,MUNICIPAL,D,HUNT,Y,870,1105,1438,1914,2607,3617
318,CADDO MILLS,MUNICIPAL,D,HUNT,N,152,187,237,310,417,573
319,CALDWELL,MUNICIPAL,G,BURLESON,N,1027,1043,1072,1072,1091,1108
321,CALVERT,MUNICIPAL,G,ROBERTSON,N,190,183,180,180,179,179
322,CAMERON,MUNICIPAL,G,MILAM,N,1363,1413,1446,1504,1561,1617
323,CAMP WOOD,MUNICIPAL,J,REAL,N,143,139,136,135,135,135
326,CANADIAN,MUNICIPAL,A,HEMPHILL,N,823,906,978,1057,1130,1199
328,CANTON,MUNICIPAL,D,VAN ZANDT,N,965,1036,1089,1148,1201,1247
329,CANYON,MUNICIPAL,A,RANDALL,N,3632,3981,4342,4735,5178,5642
331,CARRIZO SPRINGS,MUNICIPAL,L,DIMMIT,N,1623,1717,1773,1846,1904,1952
332,CARROLLTON,MUNICIPAL,C,COLLIN,Y,1,1,2,2,3,3
332,CARROLLTON,MUNICIPAL,C,DALLAS,Y,9532,9329,9173,9087,9070,9069
332,CARROLLTON,MUNICIPAL,C,DENTON,Y,14723,14861,14613,14476,14448,14446
335,CASTROVILLE,MUNICIPAL,L,MEDINA,N,838,830,823,821,824,827
337,CELESTE,MUNICIPAL,D,HUNT,N,124,147,181,231,304,411
338,CELINA,MUNICIPAL,C,COLLIN,Y,4420,10515,15980,21784,27596,33405
338,CELINA,MUNICIPAL,C,DENTON,Y,154,1081,3602,7692,7691,7690
339,CENTERVILLE,MUNICIPAL,H,LEON,N,203,212,219,232,246,258
