EntityId,EntityName,WugType,WugRegion,WugCounty,EntityIsSplit,P2020,P2030,P2040,P2050,P2060,P2070
49,EL PASO WATER,MUNICIPAL,E,EL PASO,N,734031,822625,904900,986455,1063672,1136275
50,EMORY,MUNICIPAL,D,RAINS,N,2147,2276,2314,2338,2349,2354
51,ENNIS,MUNICIPAL,C,ELLIS,N,21354,25111,28828,41086,66145,110073
52,FORNEY,MUNICIPAL,C,KAUFMAN,N,21341,24927,31904,40020,59400,79200
54,FORT BEND COUNTY WCID 2,MUNICIPAL,H,FORT BEND,Y,43612,54152,62271,70312,78316,86791
54,FORT BEND COUNTY WCID 2,MUNICIPAL,H,HARRIS,Y,1957,2430,2795,3155,3515,3895
55,FORT WORTH,MUNICIPAL,C,DENTON,Y,36529,56185,81471,114851,147198,179544
55,FORT WORTH,MUNICIPAL,C,PARKER,Y,63316,99884,113006,126940,135422,143903
55,FORT WORTH,MUNICIPAL,C,TARRANT,Y,848803,1042039,1282178,1395762,1493447,1592141
55,FORT WORTH,MUNICIPAL,C,WISE,Y,12176,17481,22561,29015,35327,41639
55,FORT WORTH,MUNICIPAL,G,JOHNSON,Y,0,0,0,5036,8057,10072
57,GAINESVILLE,MUNICIPAL,C,COOKE,N,18477,19832,20870,21904,26645,37302
58,GALVESTON,MUNICIPAL,H,GALVESTON,N,51260,54643,57846,60955,63941,67085
59,GALVESTON COUNTY WCID 1,MUNICIPAL,H,GALVESTON,N,26675,30240,33805,37370,40935,44500
60,GARLAND,MUNICIPAL,C,COLLIN,Y,317,396,492,619,755,900
60,GARLAND,MUNICIPAL,C,DALLAS,Y,254381,278659,293920,297792,299655,299509
60,GARLAND,MUNICIPAL,C,ROCKWALL,Y,3,4,4,5,6,7
64,GREENVILLE,MUNICIPAL,D,HUNT,N,29871,34309,40330,48645,60491,77705
65,GUADALUPE-BLANCO RIVER AUTHORITY,MUNICIPAL,L,CALHOUN,Y,2948,3295,3633,3958,4281,4594
65,GUADALUPE-BLANCO RIVER AUTHORITY,MUNICIPAL,L,COMAL,Y,551,616,679,740,800,858
65,GUADALUPE-BLANCO RIVER AUTHORITY,MUNICIPAL,L,KENDALL,Y,518,579,639,696,753,808
68,HARLINGEN,MUNICIPAL,M,CAMERON,N,89171,104179,118211,131729,145037,161462
75,HORIZON REGIONAL MUD,MUNICIPAL,E,EL PASO,N,52993,74830,95108,115207,134239,152133
76,HOUSTON,MUNICIPAL,H,FORT BEND,Y,40629,43066,45030,46771,48190,49267
76,HOUSTON,MUNICIPAL,H,HARRIS,Y,2158859,2333665,2503773,2675758,2851567,3036468
76,HOUSTON,MUNICIPAL,H,MONTGOMERY,Y,4727,6774,9061,11272,13419,14043
78,HUNTSVILLE,MUNICIPAL,H,WALKER,N,40605,42554,43959,45276,46301,47130
79,JACKSONVILLE,MUNICIPAL,I,CHEROKEE,N,18083,19830,21543,23585,25726,28041
82,LAGUNA MADRE WATER DISTRICT,MUNICIPAL,M,CAMERON,N,18783,21944,25150,28603,32157,35798
83,LAKE CITIES MUNICIPAL UTILITY AUTHORITY,MUNICIPAL,C,DENTON,N,15312,17649,20200,21810,21810,21810
84,LAMAR COUNTY WSD,MUNICIPAL,D,LAMAR,N,16972,17629,18115,18555,18898,19175
86,LONGVIEW,MUNICIPAL,D,GREGG,Y,86261,94468,103852,114453,126372,139860
86,LONGVIEW,MUNICIPAL,D,HARRISON,Y,2009,2157,2311,2526,2762,3038
89,LOWER VALLEY WATER DISTRICT,MUNICIPAL,E,EL PASO,N,53059,63682,73546,83325,92582,101287
90,LUBBOCK,MUNICIPAL,O,LUBBOCK,N,261706,294862,329597,356227,381205,403901
91,LUFKIN,MUNICIPAL,I,ANGELINA,N,43626,46679,49241,51580,53673,55526
94,MANSFIELD,MUNICIPAL,C,ELLIS,Y,110,130,162,236,293,361
94,MANSFIELD,MUNICIPAL,C,TARRANT,Y,67501,85935,102678,127297,146050,164697
94,MANSFIELD,MUNICIPAL,G,JOHNSON,Y,2576,3695,4849,6115,7481,8942
95,MARSHALL,MUNICIPAL,D,HARRISON,N,24761,26594,28489,31148,34046,37462
96,MCALLEN,MUNICIPAL,M,HIDALGO,N,169099,209972,251008,292126,333245,373221
98,MIDLOTHIAN,MUNICIPAL,C,ELLIS,N,20660,30895,32500,34500,36836,40689
100,MOUNT PLEASANT,MUNICIPAL,D,TITUS,N,17512,19775,22118,24689,27397,30257
101,MUSTANG SUD,MUNICIPAL,C,DENTON,Y,30336,56772,83209,109647,136080,162519
101,MUSTANG SUD,MUNICIPAL,C,GRAYSON,Y,264,268,271,273,280,281
102,NACOGDOCHES,MUNICIPAL,I,NACOGDOCHES,N,37580,42218,46790,51655,56802,62183
103,NORTH ALAMO WSC,MUNICIPAL,M,CAMERON,Y,4578,5661,6747,7837,8926,9986
103,NORTH ALAMO WSC,MUNICIPAL,M,HIDALGO,Y,162960,201502,240156,278948,317715,355415
103,NORTH ALAMO WSC,MUNICIPAL,M,WILLACY,Y,6406,7220,8000,8832,9637,10424
106,NORTH HARRIS COUNTY REGIONAL WATER AUTHORITY,MUNICIPAL,H,HARRIS,N,726235,775561,815947,850281,880552,908198
107,NORTH RICHLAND HILLS,MUNICIPAL,C,TARRANT,N,72102,77480,77480,77480,77480,77480
110,NUECES COUNTY WCID 3,MUNICIPAL,N,NUECES,N,13594,13756,13756,13756,13756,13756
111,ODESSA,MUNICIPAL,F,ECTOR,Y,125103,144875,161382,178056,194572,212668
111,ODESSA,MUNICIPAL,F,MIDLAND,Y,2455,3161,3768,4372,4956,5563
115,PARIS,MUNICIPAL,D,LAMAR,N,27230,28283,29063,29770,30321,30765
117,PASADENA,MUNICIPAL,H,HARRIS,N,147738,152302,156408,160926,165181,169574
118,PORT ARTHUR,MUNICIPAL,I,JEFFERSON,Y,55393,56090,56090,56090,56090,56090
118,PORT ARTHUR,MUNICIPAL,I,ORANGE,Y,5,5,5,5,5,5
121,ROCKETT SUD,MUNICIPAL,C,DALLAS,Y,1000,2000,2999,3999,4999,5999
121,ROCKETT SUD,MUNICIPAL,C,ELLIS,Y,39447,51008,56000,75000,100000,130000
122,ROCKWALL,MUNICIPAL,C,ROCKWALL,N,52740,77560,114807,120268,130268,140268
123,ROUND ROCK,MUNICIPAL,G,WILLIAMSON,Y,123598,154326,193827,239565,239565,239565
123,ROUND ROCK,MUNICIPAL,K,TRAVIS,Y,1732,2003,2258,2544,2796,3030
125,SAN ANGELO,MUNICIPAL,F,TOM GREEN,N,103243,116437,123653,131315,139451,148090
129,SEGUIN,MUNICIPAL,L,GUADALUPE,N,27874,33511,39279,44921,50664,56302
130,SEAGOVILLE,MUNICIPAL,C,DALLAS,Y,18853,22871,26888,30904,34987,34974
130,SEAGOVILLE,MUNICIPAL,C,KAUFMAN,Y,29,36,44,55,67,80
131,SHARYLAND WSC,MUNICIPAL,M,HIDALGO,N,72459,89974,107558,125178,142798,159928
134,SPRINGS HILL WSC,MUNICIPAL,L,GUADALUPE,N,26444,30655,36538,42326,48418,54204
136,SULPHUR SPRINGS,MUNICIPAL,D,HOPKINS,N,15849,16649,17378,18213,19020,19831
137,SWEETWATER,MUNICIPAL,G,NOLAN,N,12196,12880,13347,13852,14258,14609
139,TERRELL,MUNICIPAL,C,KAUFMAN,N,22723,43973,60000,70000,78000,90869
140,TEXARKANA,MUNICIPAL,D,BOWIE,N,38007,39674,41413,43229,45124,47102
144,TYLER,MUNICIPAL,D,SMITH,Y,968,1104,1259,1440,1654,1907
144,TYLER,MUNICIPAL,I,SMITH,Y,104698,113960,123250,133249,143427,153872
151,VALLEY MUD 2,MUNICIPAL,M,CAMERON,N,3067,3583,4106,4671,5251,5845
152,WACO,MUNICIPAL,G,MCLENNAN,N,132512,142778,151846,160966,170055,178976
153,WALNUT CREEK SUD,MUNICIPAL,C,PARKER,Y,17811,21176,22589,32601,48379,63430
153,WALNUT CREEK SUD,MUNICIPAL,C,WISE,Y,3540,4790,6072,7487,11101,14351
154,WAXAHACHIE,MUNICIPAL,C,ELLIS,N,37700,43084,52272,64400,78500,95500
155,WEATHERFORD,MUNICIPAL,C,PARKER,N,30184,36158,38858,65002,106502,146805
156,WEST CEDAR CREEK MUD,MUNICIPAL,C,HENDERSON,Y,13963,14406,14817,15570,19500,24500
156,WEST CEDAR CREEK MUD,MUNICIPAL,C,KAUFMAN,Y,4103,4560,5009,5861,6705,7605
158,WEST HARRIS COUNTY REGIONAL WATER AUTHORITY,MUNICIPAL,H,FORT BEND,Y,10966,11238,11293,11356,11448,11545
158,WEST HARRIS COUNTY REGIONAL WATER AUTHORITY,MUNICIPAL,H,HARRIS,Y,552002,579386,619208,659758,673791,686030
160,WICHITA FALLS,MUNICIPAL,B,WICHITA,N,104830,108653,111648,113752,115762,117471
162,439 WSC,MUNICIPAL,G,BELL,N,10220,12327,14490,16700,18961,21285
163,ABERNATHY,MUNICIPAL,O,HALE,Y,2263,2360,2401,2381,2444,2469
163,ABERNATHY,MUNICIPAL,O,LUBBOCK,Y,786,874,961,1054,1142,1229
164,ABLES SPRINGS WSC,MUNICIPAL,C,KAUFMAN,Y,4502,5582,6730,8443,10293,12308
164,ABLES SPRINGS WSC,MUNICIPAL,D,HUNT,Y,866,1327,1952,2816,4046,5834
164,ABLES SPRINGS WSC,MUNICIPAL,D,VAN ZANDT,Y,33,36,39,41,44,45
165,ACTON MUD,MUNICIPAL,G,HOOD,Y,19353,31209,39017,43099,47606,52589
165,ACTON MUD,MUNICIPAL,G,JOHNSON,Y,255,411,514,569,627,693
166,ADDISON,MUNICIPAL,C,DALLAS,N,14869,15895,16921,17947,18973,20000
168,ALAMO,MUNICIPAL,M,HIDALGO,N,23259,28881,34525,40181,45837,51335
169,ALAMO HEIGHTS,MUNICIPAL,L,BEXAR,N,8073,8400,8400,8400,8400,8400
170,ALBANY,MUNICIPAL,G,SHACKELFORD,N,2174,2327,2314,2329,2329,2329
171,ALEDO,MUNICIPAL,C,PARKER,N,5579,8724,10000,11500,12000,13500
172,ALICE,MUNICIPAL,N,JIM WELLS,N,22566,24424,26110,27856,29395,30804
173,ALLEN,MUNICIPAL,C,COLLIN,N,105000,114000,116000,118000,120000,122000
174,ALPINE,MUNICIPAL,E,BREWSTER,N,6066,6185,6231,6265,6283,6293
175,ALTO,MUNICIPAL,I,CHEROKEE,N,1275,1398,1519,1663,1814,1977
176,ALTO RURAL WSC,MUNICIPAL,I,CHEROKEE,N,3272,3588,3898,4267,4655,5074
178,ALVARADO,MUNICIPAL,G,JOHNSON,N,4174,4715,5273,5884,6544,7250
179,ALVIN,MUNICIPAL,H,BRAZORIA,N,26830,28832,31157,34065,37803,42709
180,ALVORD,MUNICIPAL,C,WISE,N,1625,1957,2297,2800,3200,3600
182,AMHERST,MUNICIPAL,O,LAMB,N,799,877,930,963,1018,1059
183,ANAHUAC,MUNICIPAL,H,CHAMBERS,N,2390,2422,2456,2492,2531,2572
185,ANDREWS,MUNICIPAL,F,ANDREWS,N,14661,17907,20804,24171,28082,32627
186,ANGLETON,MUNICIPAL,H,BRAZORIA,N,18628,18769,18900,19037,19180,19333
187,ANNA,MUNICIPAL,C,COLLIN,N,15037,25747,41195,53553,69619,90505
188,ANNETTA,MUNICIPAL,C,PARKER,N,3720,4422,5123,5825,6526,7228
190,ANSON,MUNICIPAL,G,JONES,N,2565,2716,2821,2912,2986,3047
191,ANTHONY,MUNICIPAL,E,EL PASO,N,4206,5053,5840,6620,7358,8052
192,ANTON,MUNICIPAL,O,HOCKLEY,N,1235,1313,1361,1370,1431,1470
193,APPLEBY WSC,MUNICIPAL,I,NACOGDOCHES,N,3656,4108,4553,5026,5527,6050
194,AQUA WSC,MUNICIPAL,G,LEE,Y,2832,3184,3386,3460,3509,3536
194,AQUA WSC,MUNICIPAL,K,BASTROP,Y,56184,73878,96878,128039,170128,226087
194,AQUA WSC,MUNICIPAL,K,FAYETTE,Y,24,27,30,31,33,34
194,AQUA WSC,MUNICIPAL,K,TRAVIS,Y,6627,7652,8618,9700,10656,11544
194,AQUA WSC,MUNICIPAL,L,CALDWELL,Y,1730,2118,2501,2879,3261,3633
195,ARANSAS PASS,MUNICIPAL,N,ARANSAS,Y,927,948,946,952,952,952
195,ARANSAS PASS,MUNICIPAL,N,NUECES,Y,11,12,13,13,13,13
195,ARANSAS PASS,MUNICIPAL,N,SAN PATRICIO,Y,9603,10073,10342,10538,10672,10761
196,ARCHER CITY,MUNICIPAL,B,ARCHER,N,1727,1727,1727,1727,1727,1727
199,ARGYLE WSC,MUNICIPAL,C,DENTON,N,13466,17126,22005,22005,22005,22005
200,ARLINGTON,MUNICIPAL,C,TARRANT,N,387000,404225,413655,423084,423084,423084
201,ARP,MUNICIPAL,I,SMITH,N,1084,1136,1189,1245,1303,1362
202,ASHERTON,MUNICIPAL,L,DIMMIT,N,1180,1272,1332,1391,1437,1474
203,ASPERMONT,MUNICIPAL,G,STONEWALL,N,925,927,927,927,927,927
204,ATASCOSA RURAL WSC,MUNICIPAL,L,BEXAR,N,11678,14016,16167,18233,20129,21860
205,ATHENS,MUNICIPAL,C,HENDERSON,Y,14241,15906,17294,19125,32895,48841
205,ATHENS,MUNICIPAL,I,HENDERSON,Y,274,294,311,333,352,371
206,ATLANTA,MUNICIPAL,D,CASS,N,5877,6394,6910,7427,7427,7427
207,AUBREY,MUNICIPAL,C,DENTON,N,4597,6112,7148,8475,10173,12346
209,AZLE,MUNICIPAL,C,PARKER,Y,2467,2676,2887,3100,3746,4806
209,AZLE,MUNICIPAL,C,TARRANT,Y,9872,10701,11545,12403,14985,19223
210,BACLIFF MUD,MUNICIPAL,H,GALVESTON,N,7310,7416,7524,7633,7742,7850
212,BAIRD,MUNICIPAL,G,CALLAHAN,N,1601,1601,1601,1601,1601,1601
213,BALCH SPRINGS,MUNICIPAL,C,DALLAS,N,26418,28974,31600,34449,37226,40010
215,BALLINGER,MUNICIPAL,F,RUNNELS,N,3864,3966,3966,3966,3966,3966
217,BANDERA,MUNICIPAL,J,BANDERA,N,1875,2160,2316,2380,2420,2442
218,BANGS,MUNICIPAL,F,BROWN,N,2506,2566,2566,2566,2566,2566
220,BARTLETT,MUNICIPAL,G,BELL,Y,827,972,1123,1272,1417,1561
220,BARTLETT,MUNICIPAL,G,WILLIAMSON,Y,1047,1119,1207,1303,1411,1523
221,BARTON CREEK WEST WSC,MUNICIPAL,K,TRAVIS,N,1337,1337,1337,1337,1337,1337
223,CROSS TIMBERS WSC,MUNICIPAL,C,DENTON,N,7500,9523,9647,9785,9947,10131
224,BASTROP,MUNICIPAL,K,BASTROP,N,11069,15008,20129,27068,36439,48898
225,BASTROP COUNTY WCID 2,MUNICIPAL,K,BASTROP,N,5007,7450,10626,14930,20741,28469
226,BAY CITY,MUNICIPAL,K,MATAGORDA,N,19285,20300,20950,21453,21810,22066
227,GALVESTON COUNTY MUD 12,MUNICIPAL,H,GALVESTON,N,2273,2278,2282,2285,2288,2290
228,BAYTOWN,MUNICIPAL,H,CHAMBERS,Y,4857,5746,6664,7653,8711,9822
228,BAYTOWN,MUNICIPAL,H,HARRIS,Y,70697,71782,73008,74252,75513,76790
231,BECKVILLE,MUNICIPAL,I,PANOLA,N,994,1113,1186,1254,1305,1345
232,BEDFORD,MUNICIPAL,C,TARRANT,N,48435,52345,56255,60166,60166,60166
234,BEEVILLE,MUNICIPAL,N,BEE,N,15418,16063,16343,16369,16385,16391
235,BELL MILAM FALLS WSC,MUNICIPAL,G,BELL,Y,2255,2430,2596,2754,2909,3061
235,BELL MILAM FALLS WSC,MUNICIPAL,G,FALLS,Y,1149,1207,1221,1191,1228,1265
235,BELL MILAM FALLS WSC,MUNICIPAL,G,MILAM,Y,1506,1596,1659,1739,1808,1873
235,BELL MILAM FALLS WSC,MUNICIPAL,G,WILLIAMSON,Y,289,363,455,554,666,783
236,BELLAIRE,MUNICIPAL,H,HARRIS,N,18921,20564,22361,24315,26448,28776
237,BELLMEAD,MUNICIPAL,G,MCLENNAN,N,10398,11037,11602,12170,12736,13292
238,BELLS,MUNICIPAL,C,GRAYSON,N,1713,2020,2322,2536,5925,8000
239,BELLVILLE,MUNICIPAL,H,AUSTIN,N,4062,4366,4694,5079,5500,5969
240,BELTON,MUNICIPAL,G,BELL,N,21753,25571,29514,33433,37278,41063
241,DUVAL COUNTY CRD,MUNICIPAL,N,DUVAL,N,1859,1971,2062,2142,2206,2258
242,BENBROOK WATER AUTHORITY,MUNICIPAL,C,TARRANT,N,22323,24803,27284,30749,34213,34213
243,BENTON CITY WSC,MUNICIPAL,L,ATASCOSA,Y,9874,11410,12811,14177,15461,16656
243,BENTON CITY WSC,MUNICIPAL,L,FRIO,Y,617,681,736,789,836,879
243,BENTON CITY WSC,MUNICIPAL,L,MEDINA,Y,5556,6672,7621,8449,9195,9845
244,BERRYVILLE,MUNICIPAL,I,HENDERSON,N,1097,1201,1287,1401,1500,1596
245,BERTRAM,MUNICIPAL,K,BURNET,N,1764,2134,2445,2745,3007,3235
246,BETHANY WSC,MUNICIPAL,G,JOHNSON,N,3879,4392,4921,5501,6127,6797
247,BETHEL ASH WSC,MUNICIPAL,C,HENDERSON,Y,2115,2385,2609,2907,3163,3411
247,BETHEL ASH WSC,MUNICIPAL,D,VAN ZANDT,Y,905,1185,1399,1613,1788,1938
247,BETHEL ASH WSC,MUNICIPAL,I,HENDERSON,Y,3154,3565,3908,4362,4753,5133
248,BETHESDA WSC,MUNICIPAL,C,TARRANT,Y,10614,11933,13238,14507,15778,17023
248,BETHESDA WSC,MUNICIPAL,G,JOHNSON,Y,18180,20976,23861,27024,30437,34090
250,BEVIL OAKS,MUNICIPAL,I,JEFFERSON,N,1345,1431,1522,1628,1745,1875
252,BIG LAKE,MUNICIPAL,F,REAGAN,N,3357,3749,3982,4193,4339,4445
254,BIG SANDY,MUNICIPAL,D,UPSHUR,N,1467,1585,1687,1790,1887,1976
255,BIG SPRING,MUNICIPAL,F,HOWARD,N,29443,30727,31253,31253,31253,31253
256,BIG WELLS,MUNICIPAL,L,DIMMIT,N,759,818,856,895,924,948
257,BISHOP,MUNICIPAL,N,NUECES,N,3446,3754,3947,4060,4144,4201
258,BISTONE MUNICIPAL WATER SUPPLY DISTRICT,MUNICIPAL,G,LIMESTONE,N,586,615,635,665,690,704
259,THE BITTER CREEK WSC,MUNICIPAL,G,FISHER,Y,1013,1013,1013,1013,1013,1013
259,THE BITTER CREEK WSC,MUNICIPAL,G,NOLAN,Y,1462,1543,1600,1660,1709,1751
260,BLACKLAND WSC,MUNICIPAL,C,ROCKWALL,Y,4237,4804,5163,5312,5986,6448
260,BLACKLAND WSC,MUNICIPAL,D,HUNT,Y,43,43,43,43,43,43
261,BLANCO,MUNICIPAL,K,BLANCO,N,2156,2563,2802,2927,3010,3061
263,BLOOMING GROVE,MUNICIPAL,C,NAVARRO,N,973,1073,1175,1293,1416,1547
264,BLOSSOM,MUNICIPAL,D,LAMAR,N,1546,1605,1649,1690,1721,1746
265,BLUE BELL MANOR UTILITY,MUNICIPAL,H,HARRIS,N,2778,2877,3041,3218,3401,3559
267,BLUE RIDGE,MUNICIPAL,C,COLLIN,N,2425,4190,39507,81703,116583,161591
268,BOERNE,MUNICIPAL,L,KENDALL,N,14732,19298,24121,28903,33783,38574
269,BOGATA,MUNICIPAL,D,RED RIVER,N,1178,1178,1178,1178,1178,1178
271,BOLIVAR WSC,MUNICIPAL,C,COOKE,Y,1169,1255,1320,1386,1441,1488
271,BOLIVAR WSC,MUNICIPAL,C,DENTON,Y,9904,12050,14614,17479,20832,24660
271,BOLIVAR WSC,MUNICIPAL,C,WISE,Y,883,1018,1157,1309,1472,1644
272,BONHAM,MUNICIPAL,C,FANNIN,N,12603,16000,22000,30000,37000,45000
273,BOOKER,MUNICIPAL,A,LIPSCOMB,Y,1740,1948,2071,2232,2344,2436
273,BOOKER,MUNICIPAL,A,OCHILTREE,Y,22,33,45,58,74,92
274,BOVINA,MUNICIPAL,O,PARMER,N,2082,2304,2506,2701,2931,3142
275,BOWIE,MUNICIPAL,B,MONTAGUE,N,5828,6042,6139,6247,6316,6367
276,BOYD,MUNICIPAL,C,WISE,N,1304,1414,2001,2501,3502,3802
277,BRACKETTVILLE,MUNICIPAL,J,KINNEY,N,1958,1971,1971,1971,1971,1971
278,BRADY,MUNICIPAL,F,MCCULLOCH,N,5773,6018,6039,6101,6119,6129
279,BRANDON IRENE WSC,MUNICIPAL,C,ELLIS,Y,70,90,112,145,177,215
279,BRANDON IRENE WSC,MUNICIPAL,C,NAVARRO,Y,193,213,234,257,281,307
279,BRANDON IRENE WSC,MUNICIPAL,G,HILL,Y,1750,1863,1940,2018,2080,2126
280,BRAZORIA,MUNICIPAL,H,BRAZORIA,N,3121,3212,3285,3347,3400,3448
282,BRAZORIA COUNTY MUD 2,MUNICIPAL,H,BRAZORIA,N,4051,4051,4053,4056,4059,4062
283,BRAZORIA COUNTY MUD 3,MUNICIPAL,H,BRAZORIA,N,4231,4238,4306,4373,4440,4530
286,BRECKENRIDGE,MUNICIPAL,G,STEPHENS,N,5903,6130,6232,6298,6315,6380
287,BREMOND,MUNICIPAL,G,ROBERTSON,N,989,1085,1174,1266,1355,1442
288,BRENHAM,MUNICIPAL,G,WASHINGTON,N,18423,20048,21155,22256,23111,23810
290,BRIDGE CITY,MUNICIPAL,I,ORANGE,N,8991,9397,9683,9877,10026,10134
291,BRIDGEPORT,MUNICIPAL,C,WISE,N,7337,8999,10702,14762,19682,24603
295,BROOKESMITH SUD,MUNICIPAL,F,BROWN,Y,8047,8240,8241,8240,8240,8241
295,BROOKESMITH SUD,MUNICIPAL,F,COLEMAN,Y,41,42,42,42,42,42
295,BROOKESMITH SUD,MUNICIPAL,K,MILLS,Y,48,50,51,53,55,57
296,BROOKSHIRE MWD,MUNICIPAL,H,WALLER,N,5279,6457,7762,9186,10760,12466
298,BROWNFIELD,MUNICIPAL,O,TERRY,N,10000,10700,11300,12250,12800,13300
299,BROWNSBORO,MUNICIPAL,I,HENDERSON,N,1368,1665,1915,2243,2527,2803
300,BROWNSVILLE,MUNICIPAL,M,CAMERON,N,207603,247009,286983,330172,374323,419718
301,BROWNWOOD,MUNICIPAL,F,BROWN,N,19926,20406,20406,20406,20406,20406
302,BRUCEVILLE EDDY,MUNICIPAL,G,FALLS,Y,1061,1144,1507,1599,1691,1782
302,BRUCEVILLE EDDY,MUNICIPAL,G,MCLENNAN,Y,4522,4879,4907,5207,5506,5799
303,BRUSHY CREEK MUD,MUNICIPAL,G,WILLIAMSON,N,20248,20248,20248,20248,20248,20248
304,BRUSHY CREEK WSC,MUNICIPAL,I,ANDERSON,Y,3361,3470,3511,3511,3511,3511
304,BRUSHY CREEK WSC,MUNICIPAL,I,HENDERSON,Y,917,985,1041,1116,1181,1243
305,BRYAN,MUNICIPAL,G,BRAZOS,N,84196,99959,118714,140827,167176,211266
307,BUDA,MUNICIPAL,K,HAYS,Y,9831,14132,19369,25916,33315,41735
307,BUDA,MUNICIPAL,L,HAYS,Y,1658,2184,2826,3627,4533,5564
308,BUENA VISTA-BETHEL SUD,MUNICIPAL,C,ELLIS,N,4619,5617,6605,8465,12169,16217
309,BUFFALO,MUNICIPAL,H,LEON,N,1970,2020,2059,2113,2161,2207
310,BULLARD,MUNICIPAL,I,CHEROKEE,Y,58,63,69,76,82,89
310,BULLARD,MUNICIPAL,I,SMITH,Y,3674,4714,5757,6881,8024,9197
312,BUNKER HILL VILLAGE,MUNICIPAL,H,HARRIS,N,3890,4198,4532,4893,5282,5702
313,BURKBURNETT,MUNICIPAL,B,WICHITA,N,11004,11405,11721,11941,12153,12331
314,BURLESON,MUNICIPAL,C,TARRANT,Y,8434,8791,9768,13675,16606,18559
314,BURLESON,MUNICIPAL,G,JOHNSON,Y,34351,41851,48862,53368,59303,66588
315,BURNET,MUNICIPAL,K,BURNET,N,7424,8983,10298,11555,12660,13619
317,CADDO BASIN SUD,MUNICIPAL,C,COLLIN,Y,2315,2922,4004,5337,6868,8517
317,CADDO BASIN SUD,MUNICIPAL,D,HUNT,Y,7800,10341,13788,18546,25327,35181
318,CADDO MILLS,MUNICIPAL,D,HUNT,N,1710,2214,2898,3843,5190,7147
319,CALDWELL,MUNICIPAL,G,BURLESON,N,4896,5060,5276,5312,5412,5498
321,CALVERT,MUNICIPAL,G,ROBERTSON,N,1193,1193,1193,1193,1193,1193
322,CAMERON,MUNICIPAL,G,MILAM,N,5904,6254,6504,6820,7089,7343
