EntityId,EntityName,WugType,WugRegion,WugCounty,EntityIsSplit,N2020,N2030,N2040,N2050,N2060,N2070
40,DENTON,MUNICIPAL,C,DENTON,N,0,6371,14185,29472,53757,72323
43,DUMAS,MUNICIPAL,A,MOORE,N,0,931,2008,3267,4432,4982
44,EAGLE PASS,MUNICIPAL,M,MAVERICK,N,0,226,1461,2816,4182,5509
45,EAST CEDAR CREEK FWSD,MUNICIPAL,C,HENDERSON,N,196,345,514,698,904,1133
47,EL PASO COUNTY WCID 4,MUNICIPAL,E,EL PASO,N,0,0,0,0,0,0
49,EL PASO WATER,MUNICIPAL,E,EL PASO,N,0,0,0,8978,19601,29792
50,EMORY,MUNICIPAL,D,RAINS,N,0,0,0,0,0,0
51,ENNIS,MUNICIPAL,C,ELLIS,N,0,61,280,1730,6090,14012
52,FORNEY,MUNICIPAL,C,KAUFMAN,N,18,561,1043,1764,3306,5661
54,FORT BEND COUNTY WCID 2,MUNICIPAL,H,FORT BEND,Y,0,3396,4296,5200,6108,7077
54,FORT BEND COUNTY WCID 2,MUNICIPAL,H,HARRIS,Y,0,141,290,343,398,456
55,FORT WORTH,MUNICIPAL,C,DENTON,Y,234,2310,5317,8916,12710,16913
55,FORT WORTH,MUNICIPAL,C,PARKER,Y,404,4107,7375,9855,11690,13555
55,FORT WORTH,MUNICIPAL,C,TARRANT,Y,5422,42844,83675,108364,128928,149972
55,FORT WORTH,MUNICIPAL,C,WISE,Y,78,719,1472,2253,3049,3922
55,FORT WORTH,MUNICIPAL,G,JOHNSON,Y,0,0,0,391,695,949
57,GAINESVILLE,MUNICIPAL,C,COOKE,N,0,0,0,47,503,1949
58,GALVESTON,MUNICIPAL,H,GALVESTON,N,0,0,0,0,0,855
59,GALVESTON COUNTY WCID 1,MUNICIPAL,H,GALVESTON,N,0,0,270,570,893,1223
60,GARLAND,MUNICIPAL,C,COLLIN,Y,0,10,15,27,41,56
60,GARLAND,MUNICIPAL,C,DALLAS,Y,222,6800,9913,13287,16515,18893
60,GARLAND,MUNICIPAL,C,ROCKWALL,Y,0,1,1,1,1,1
64,GREENVILLE,MUNICIPAL,D,HUNT,N,3239,4626,6531,9183,12913,18266
65,GUADALUPE-BLANCO RIVER AUTHORITY,MUNICIPAL,L,CALHOUN,Y,0,0,0,0,0,0
65,GUADALUPE-BLANCO RIVER AUTHORITY,MUNICIPAL,L,COMAL,Y,0,0,0,0,0,0
65,GUADALUPE-BLANCO RIVER AUTHORITY,MUNICIPAL,L,KENDALL,Y,0,0,0,0,0,0
68,HARLINGEN,MUNICIPAL,M,CAMERON,N,0,0,0,1252,3452,6201
75,HORIZON REGIONAL MUD,MUNICIPAL,E,EL PASO,N,2709,5816,8735,11641,14403,17008
76,HOUSTON,MUNICIPAL,H,FORT BEND,Y,0,937,1611,1870,2139,2398
76,HOUSTON,MUNICIPAL,H,HARRIS,Y,0,124495,186467,213106,243093,275393
76,HOUSTON,MUNICIPAL,H,MONTGOMERY,Y,0,32,457,870,1281,1401
78,HUNTSVILLE,MUNICIPAL,H,WALKER,N,0,0,0,0,0,0
79,JACKSONVILLE,MUNICIPAL,I,CHEROKEE,N,0,0,0,0,0,0
82,LAGUNA MADRE WATER DISTRICT,MUNICIPAL,M,CAMERON,N,417,1666,2948,4352,5817,7322
83,LAKE CITIES MUNICIPAL UTILITY AUTHORITY,MUNICIPAL,C,DENTON,N,0,738,1181,1492,1669,1827
84,LAMAR COUNTY WSD,MUNICIPAL,D,LAMAR,N,0,0,0,0,0,0
86,LONGVIEW,MUNICIPAL,D,GREGG,Y,0,0,0,0,0,0
86,LONGVIEW,MUNICIPAL,D,HARRISON,Y,0,0,0,0,0,0
89,LOWER VALLEY WATER DISTRICT,MUNICIPAL,E,EL PASO,N,1358,2207,3042,3934,4833,5689
90,LUBBOCK,MUNICIPAL,O,LUBBOCK,N,3716,8472,13818,19356,26501,32370
91,LUFKIN,MUNICIPAL,I,ANGELINA,N,0,0,0,0,0,0
94,MANSFIELD,MUNICIPAL,C,ELLIS,Y,2,10,17,30,42,55
94,MANSFIELD,MUNICIPAL,C,TARRANT,Y,1258,6726,10737,16291,20755,25317
94,MANSFIELD,MUNICIPAL,G,JOHNSON,Y,48,289,507,783,1063,1375
95,MARSHALL,MUNICIPAL,D,HARRISON,N,0,0,0,0,0,0
96,MCALLEN,MUNICIPAL,M,HIDALGO,N,2872,11595,22288,31377,40650,49705
98,MIDLOTHIAN,MUNICIPAL,C,ELLIS,N,403,2348,2954,2570,3037,3783
100,MOUNT PLEASANT,MUNICIPAL,D,TITUS,N,0,0,0,0,0,0
101,MUSTANG SUD,MUNICIPAL,C,DENTON,Y,0,1911,4320,6988,10006,13404
101,MUSTANG SUD,MUNICIPAL,C,GRAYSON,Y,0,10,14,18,21,23
102,NACOGDOCHES,MUNICIPAL,I,NACOGDOCHES,N,0,0,0,0,0,0
103,NORTH ALAMO WSC,MUNICIPAL,M,CAMERON,Y,153,304,463,627,795,959
103,NORTH ALAMO WSC,MUNICIPAL,M,HIDALGO,Y,5443,10798,16503,22356,28312,34151
103,NORTH ALAMO WSC,MUNICIPAL,M,WILLACY,Y,213,387,551,708,858,1002
106,NORTH HARRIS COUNTY REGIONAL WATER AUTHORITY,MUNICIPAL,H,HARRIS,N,3663,44114,73986,77794,81547,85100
107,NORTH RICHLAND HILLS,MUNICIPAL,C,TARRANT,N,0,1599,2895,3873,4600,5237
110,NUECES COUNTY WCID 3,MUNICIPAL,N,NUECES,N,3812,3800,3760,3741,3737,3736
111,ODESSA,MUNICIPAL,F,ECTOR,Y,2404,0,0,3409,7083,11200
111,ODESSA,MUNICIPAL,F,MIDLAND,Y,47,0,0,83,180,293
115,PARIS,MUNICIPAL,D,LAMAR,N,0,0,0,0,0,0
117,PASADENA,MUNICIPAL,H,HARRIS,N,0,0,0,0,0,0
118,PORT ARTHUR,MUNICIPAL,I,JEFFERSON,Y,0,0,0,0,0,0
118,PORT ARTHUR,MUNICIPAL,I,ORANGE,Y,0,0,0,0,0,0
121,ROCKETT SUD,MUNICIPAL,C,DALLAS,Y,0,19,53,138,263,411
121,ROCKETT SUD,MUNICIPAL,C,ELLIS,Y,0,484,993,2584,5260,8912
122,ROCKWALL,MUNICIPAL,C,ROCKWALL,N,56,2349,5169,7031,9237,11250
123,ROUND ROCK,MUNICIPAL,G,WILLIAMSON,Y,0,2762,8830,16038,16280,16566
123,ROUND ROCK,MUNICIPAL,K,TRAVIS,Y,0,0,0,0,0,0
125,SAN ANGELO,MUNICIPAL,F,TOM GREEN,N,4785,6658,7632,8824,10243,11775
129,SEGUIN,MUNICIPAL,L,GUADALUPE,N,11,0,0,93,210,331
130,SEAGOVILLE,MUNICIPAL,C,DALLAS,Y,148,497,871,1288,1742,1779
130,SEAGOVILLE,MUNICIPAL,C,KAUFMAN,Y,1,2,3,3,3,4
131,SHARYLAND WSC,MUNICIPAL,M,HIDALGO,N,0,2433,5226,8107,11068,13965
134,SPRINGS HILL WSC,MUNICIPAL,L,GUADALUPE,N,0,0,0,0,0,0
136,SULPHUR SPRINGS,MUNICIPAL,D,HOPKINS,N,0,0,0,0,0,0
137,SWEETWATER,MUNICIPAL,G,NOLAN,N,296,333,350,413,469,521
139,TERRELL,MUNICIPAL,C,KAUFMAN,N,23,1577,4228,5964,7709,10327
140,TEXARKANA,MUNICIPAL,D,BOWIE,N,7145,7282,7459,7706,8028,8380
144,TYLER,MUNICIPAL,D,SMITH,Y,0,0,0,0,0,0
144,TYLER,MUNICIPAL,I,SMITH,Y,0,0,0,0,0,0
151,VALLEY MUD 2,MUNICIPAL,M,CAMERON,N,0,0,0,115,274,459
152,WACO,MUNICIPAL,G,MCLENNAN,N,0,0,0,0,123,2908
153,WALNUT CREEK SUD,MUNICIPAL,C,PARKER,Y,296,511,666,1303,2321,3357
153,WALNUT CREEK SUD,MUNICIPAL,C,WISE,Y,59,116,179,300,533,760
154,WAXAHACHIE,MUNICIPAL,C,ELLIS,N,0,0,869,2072,3724,7146
155,WEATHERFORD,MUNICIPAL,C,PARKER,N,217,1167,1583,5969,12954,19741
156,WEST CEDAR CREEK MUD,MUNICIPAL,C,HENDERSON,Y,0,115,217,309,460,658
156,WEST CEDAR CREEK MUD,MUNICIPAL,C,KAUFMAN,Y,0,37,74,116,158,204
158,WEST HARRIS COUNTY REGIONAL WATER AUTHORITY,MUNICIPAL,H,FORT BEND,Y,0,0,0,0,0,0
158,WEST HARRIS COUNTY REGIONAL WATER AUTHORITY,MUNICIPAL,H,HARRIS,Y,0,15523,33306,36883,38145,39318
160,WICHITA FALLS,MUNICIPAL,B,WICHITA,N,0,177,831,1441,2162,4333
162,439 WSC,MUNICIPAL,G,BELL,N,0,32,293,567,859,1161
163,ABERNATHY,MUNICIPAL,O,HALE,Y,0,0,0,0,0,0
163,ABERNATHY,MUNICIPAL,O,LUBBOCK,Y,0,0,0,0,0,0
164,ABLES SPRINGS WSC,MUNICIPAL,C,KAUFMAN,Y,1,58,99,166,250,342
164,ABLES SPRINGS WSC,MUNICIPAL,D,HUNT,Y,0,14,28,55,98,163
164,ABLES SPRINGS WSC,MUNICIPAL,D,VAN ZANDT,Y,1,1,1,1,2,2
165,ACTON MUD,MUNICIPAL,G,HOOD,Y,0,50,1111,1686,2895,4148
165,ACTON MUD,MUNICIPAL,G,JOHNSON,Y,0,0,15,22,38,55
166,ADDISON,MUNICIPAL,C,DALLAS,N,247,563,1183,1716,2095,2435
168,ALAMO,MUNICIPAL,M,HIDALGO,N,1014,1692,2391,3110,3848,4570
169,ALAMO HEIGHTS,MUNICIPAL,L,BEXAR,N,942,993,965,953,950,950
170,ALBANY,MUNICIPAL,G,SHACKELFORD,N,0,0,0,0,0,0
171,ALEDO,MUNICIPAL,C,PARKER,N,0,103,256,432,476,661
172,ALICE,MUNICIPAL,N,JIM WELLS,N,0,0,0,0,0,0
173,ALLEN,MUNICIPAL,C,COLLIN,N,118,3655,5212,7068,8886,10339
174,ALPINE,MUNICIPAL,E,BREWSTER,N,0,0,0,0,0,0
175,ALTO,MUNICIPAL,I,CHEROKEE,N,0,0,0,0,0,0
176,ALTO RURAL WSC,MUNICIPAL,I,CHEROKEE,N,0,0,0,65,137,215
178,ALVARADO,MUNICIPAL,G,JOHNSON,N,0,0,0,0,0,0
179,ALVIN,MUNICIPAL,H,BRAZORIA,N,0,0,0,0,0,0
180,ALVORD,MUNICIPAL,C,WISE,N,0,46,94,164,220,276
182,AMHERST,MUNICIPAL,O,LAMB,N,0,0,0,0,0,0
183,ANAHUAC,MUNICIPAL,H,CHAMBERS,N,0,0,0,0,0,0
185,ANDREWS,MUNICIPAL,F,ANDREWS,N,192,416,715,1297,1979,2800
186,ANGLETON,MUNICIPAL,H,BRAZORIA,N,0,0,0,0,0,0
187,ANNA,MUNICIPAL,C,COLLIN,N,9,1225,3607,5514,7994,11231
188,ANNETTA,MUNICIPAL,C,PARKER,N,0,0,0,0,0,0
190,ANSON,MUNICIPAL,G,JONES,N,0,0,0,0,0,0
191,ANTHONY,MUNICIPAL,E,EL PASO,N,0,0,0,0,0,0
192,ANTON,MUNICIPAL,O,HOCKLEY,N,0,0,0,0,0,0
193,APPLEBY WSC,MUNICIPAL,I,NACOGDOCHES,N,0,0,0,0,0,0
194,AQUA WSC,MUNICIPAL,G,LEE,Y,0,0,0,0,0,0
194,AQUA WSC,MUNICIPAL,K,BASTROP,Y,224,2788,5698,9228,16703,26087
194,AQUA WSC,MUNICIPAL,K,FAYETTE,Y,0,0,0,0,0,0
194,AQUA WSC,MUNICIPAL,K,TRAVIS,Y,0,0,0,0,0,0
194,AQUA WSC,MUNICIPAL,L,CALDWELL,Y,0,0,0,0,0,0
195,ARANSAS PASS,MUNICIPAL,N,ARANSAS,Y,0,0,0,0,0,0
195,ARANSAS PASS,MUNICIPAL,N,NUECES,Y,0,0,0,0,0,0
195,ARANSAS PASS,MUNICIPAL,N,SAN PATRICIO,Y,0,0,0,0,0,0
196,ARCHER CITY,MUNICIPAL,B,ARCHER,N,0,0,0,0,0,20
199,ARGYLE WSC,MUNICIPAL,C,DENTON,N,0,765,1480,1728,1933,2141
200,ARLINGTON,MUNICIPAL,C,TARRANT,N,0,8085,14958,20459,24292,27652
201,ARP,MUNICIPAL,I,SMITH,N,0,0,0,0,0,0
202,ASHERTON,MUNICIPAL,L,DIMMIT,N,0,0,0,0,0,0
203,ASPERMONT,MUNICIPAL,G,STONEWALL,N,39,39,41,50,51,52
204,ATASCOSA RURAL WSC,MUNICIPAL,L,BEXAR,N,871,1119,1353,1588,1811,2017
205,ATHENS,MUNICIPAL,C,HENDERSON,Y,0,0,0,0,1403,3923
205,ATHENS,MUNICIPAL,I,HENDERSON,Y,7,13,16,20,30,40
206,ATLANTA,MUNICIPAL,D,CASS,N,0,0,0,0,0,0
207,AUBREY,MUNICIPAL,C,DENTON,N,0,152,264,413,605,853
209,AZLE,MUNICIPAL,C,PARKER,Y,50,71,94,135,215,369
209,AZLE,MUNICIPAL,C,TARRANT,Y,202,285,377,539,859,1478
210,BACLIFF MUD,MUNICIPAL,H,GALVESTON,N,0,0,0,0,0,0
212,BAIRD,MUNICIPAL,G,CALLAHAN,N,155,152,150,154,159,164
213,BALCH SPRINGS,MUNICIPAL,C,DALLAS,N,110,251,530,782,974,1152
215,BALLINGER,MUNICIPAL,F,RUNNELS,N,0,0,0,0,0,0
217,BANDERA,MUNICIPAL,J,BANDERA,N,0,0,0,0,0,0
218,BANGS,MUNICIPAL,F,BROWN,N,0,0,0,0,0,0
220,BARTLETT,MUNICIPAL,G,BELL,Y,81,100,121,144,168,193
220,BARTLETT,MUNICIPAL,G,WILLIAMSON,Y,102,114,130,147,168,189
221,BARTON CREEK WEST WSC,MUNICIPAL,K,TRAVIS,N,0,0,0,0,0,0
223,CROSS TIMBERS WSC,MUNICIPAL,C,DENTON,N,0,448,680,834,982,1099
224,BASTROP,MUNICIPAL,K,BASTROP,N,0,0,832,2045,3700,5902
225,BASTROP COUNTY WCID 2,MUNICIPAL,K,BASTROP,N,0,0,0,0,442,1178
226,BAY CITY,MUNICIPAL,K,MATAGORDA,N,4,57,73,119,162,198
227,GALVESTON COUNTY MUD 12,MUNICIPAL,H,GALVESTON,N,0,0,0,0,0,0
228,BAYTOWN,MUNICIPAL,H,CHAMBERS,Y,0,0,0,0,0,0
228,BAYTOWN,MUNICIPAL,H,HARRIS,Y,0,0,0,0,0,0
231,BECKVILLE,MUNICIPAL,I,PANOLA,N,0,0,0,0,0,0
232,BEDFORD,MUNICIPAL,C,TARRANT,N,0,1097,2129,3048,3621,4122
234,BEEVILLE,MUNICIPAL,N,BEE,N,0,0,0,0,0,0
235,BELL MILAM FALLS WSC,MUNICIPAL,G,BELL,Y,0,0,0,0,0,0
235,BELL MILAM FALLS WSC,MUNICIPAL,G,FALLS,Y,0,0,0,0,0,0
235,BELL MILAM FALLS WSC,MUNICIPAL,G,MILAM,Y,0,0,0,0,0,0
235,BELL MILAM FALLS WSC,MUNICIPAL,G,WILLIAMSON,Y,0,0,0,0,0,0
236,BELLAIRE,MUNICIPAL,H,HARRIS,N,0,0,0,0,0,0
237,BELLMEAD,MUNICIPAL,G,MCLENNAN,N,0,0,0,0,0,0
238,BELLS,MUNICIPAL,C,GRAYSON,N,0,0,0,0,298,501
239,BELLVILLE,MUNICIPAL,H,AUSTIN,N,0,0,0,0,0,0
240,BELTON,MUNICIPAL,G,BELL,N,0,0,0,0,0,1072
241,DUVAL COUNTY CRD,MUNICIPAL,N,DUVAL,N,0,0,0,0,0,0
242,BENBROOK WATER AUTHORITY,MUNICIPAL,C,TARRANT,N,1585,2035,2502,3218,3965,3965
243,BENTON CITY WSC,MUNICIPAL,L,ATASCOSA,Y,0,0,0,0,93,210
243,BENTON CITY WSC,MUNICIPAL,L,FRIO,Y,0,0,0,0,5,11
243,BENTON CITY WSC,MUNICIPAL,L,MEDINA,Y,0,0,0,0,55,124
244,BERRYVILLE,MUNICIPAL,I,HENDERSON,N,0,0,0,0,0,0
245,BERTRAM,MUNICIPAL,K,BURNET,N,60,141,211,279,340,394
246,BETHANY WSC,MUNICIPAL,G,JOHNSON,N,0,0,0,0,0,0
247,BETHEL ASH WSC,MUNICIPAL,C,HENDERSON,Y,0,0,0,0,0,0
247,BETHEL ASH WSC,MUNICIPAL,D,VAN ZANDT,Y,0,0,0,0,0,0
247,BETHEL ASH WSC,MUNICIPAL,I,HENDERSON,Y,0,0,0,0,0,0
248,BETHESDA WSC,MUNICIPAL,C,TARRANT,Y,1,202,416,639,852,1125
248,BETHESDA WSC,MUNICIPAL,G,JOHNSON,Y,0,359,751,1188,1645,2255
250,BEVIL OAKS,MUNICIPAL,I,JEFFERSON,N,0,0,0,0,0,0
252,BIG LAKE,MUNICIPAL,F,REAGAN,N,0,0,0,0,0,0
254,BIG SANDY,MUNICIPAL,D,UPSHUR,N,0,0,0,0,0,0
255,BIG SPRING,MUNICIPAL,F,HOWARD,N,611,0,0,647,1233,1785
256,BIG WELLS,MUNICIPAL,L,DIMMIT,N,0,0,0,0,0,0
257,BISHOP,MUNICIPAL,N,NUECES,N,0,0,0,0,0,0
258,BISTONE MUNICIPAL WATER SUPPLY DISTRICT,MUNICIPAL,G,LIMESTONE,N,0,0,0,0,0,0
259,THE BITTER CREEK WSC,MUNICIPAL,G,FISHER,Y,89,86,83,83,83,84
259,THE BITTER CREEK WSC,MUNICIPAL,G,NOLAN,Y,129,130,130,136,141,145
260,BLACKLAND WSC,MUNICIPAL,C,ROCKWALL,Y,5,148,221,301,420,518
260,BLACKLAND WSC,MUNICIPAL,D,HUNT,Y,0,2,2,3,3,4
261,BLANCO,MUNICIPAL,K,BLANCO,N,0,0,0,0,0,0
263,BLOOMING GROVE,MUNICIPAL,C,NAVARRO,N,0,0,1,19,40,69
264,BLOSSOM,MUNICIPAL,D,LAMAR,N,0,0,0,0,0,0
265,BLUE BELL MANOR UTILITY,MUNICIPAL,H,HARRIS,N,0,192,339,364,395,421
267,BLUE RIDGE,MUNICIPAL,C,COLLIN,N,13,287,6003,14335,20625,28742
268,BOERNE,MUNICIPAL,L,KENDALL,N,0,0,0,236,1250,2249
269,BOGATA,MUNICIPAL,D,RED RIVER,N,0,0,0,0,0,0
271,BOLIVAR WSC,MUNICIPAL,C,COOKE,Y,0,0,13,26,40,53
271,BOLIVAR WSC,MUNICIPAL,C,DENTON,Y,0,0,130,334,588,886
271,BOLIVAR WSC,MUNICIPAL,C,WISE,Y,0,0,10,25,42,59
272,BONHAM,MUNICIPAL,C,FANNIN,N,0,0,209,1411,2474,3693
273,BOOKER,MUNICIPAL,A,LIPSCOMB,Y,0,0,57,146,213,233
273,BOOKER,MUNICIPAL,A,OCHILTREE,Y,0,0,1,4,7,9
274,BOVINA,MUNICIPAL,O,PARMER,N,0,0,0,0,0,0
275,BOWIE,MUNICIPAL,B,MONTAGUE,N,0,0,17,110,208,305
276,BOYD,MUNICIPAL,C,WISE,N,14,26,69,138,275,340
277,BRACKETTVILLE,MUNICIPAL,J,KINNEY,N,0,0,0,0,0,0
278,BRADY,MUNICIPAL,F,MCCULLOCH,N,1391,1420,1402,1410,1412,1414
279,BRANDON IRENE WSC,MUNICIPAL,C,ELLIS,Y,0,0,0,0,0,0
279,BRANDON IRENE WSC,MUNICIPAL,C,NAVARRO,Y,0,0,0,0,0,0
279,BRANDON IRENE WSC,MUNICIPAL,G,HILL,Y,0,0,0,0,0,0
280,BRAZORIA,MUNICIPAL,H,BRAZORIA,N,0,0,0,0,0,0
282,BRAZORIA COUNTY MUD 2,MUNICIPAL,H,BRAZORIA,N,0,0,0,0,0,0
283,BRAZORIA COUNTY MUD 3,MUNICIPAL,H,BRAZORIA,N,0,0,0,0,0,0
286,BRECKENRIDGE,MUNICIPAL,G,STEPHENS,N,0,0,0,0,0,0
287,BREMOND,MUNICIPAL,G,ROBERTSON,N,0,0,0,0,0,0
288,BRENHAM,MUNICIPAL,G,WASHINGTON,N,628,926,1120,1337,1524,1681
290,BRIDGE CITY,MUNICIPAL,I,ORANGE,N,0,0,0,0,0,0
291,BRIDGEPORT,MUNICIPAL,C,WISE,N,0,181,398,826,1568,2383
295,BROOKESMITH SUD,MUNICIPAL,F,BROWN,Y,0,0,0,0,0,0
295,BROOKESMITH SUD,MUNICIPAL,F,COLEMAN,Y,0,0,0,0,0,0
295,BROOKESMITH SUD,MUNICIPAL,K,MILLS,Y,0,0,0,0,1,1
296,BROOKSHIRE MWD,MUNICIPAL,H,WALLER,N,0,0,0,0,0,0
298,BROWNFIELD,MUNICIPAL,O,TERRY,N,0,0,0,49,216,291
299,BROWNSBORO,MUNICIPAL,I,HENDERSON,N,0,0,0,0,0,0
300,BROWNSVILLE,MUNICIPAL,M,CAMERON,N,0,0,3734,10452,17548,24903
301,BROWNWOOD,MUNICIPAL,F,BROWN,N,0,0,0,0,0,0
302,BRUCEVILLE EDDY,MUNICIPAL,G,FALLS,Y,0,0,0,0,0,0
302,BRUCEVILLE EDDY,MUNICIPAL,G,MCLENNAN,Y,0,0,0,0,0,0
303,BRUSHY CREEK MUD,MUNICIPAL,G,WILLIAMSON,N,246,206,191,193,210,231
304,BRUSHY CREEK WSC,MUNICIPAL,I,ANDERSON,Y,0,0,0,0,0,0
304,BRUSHY CREEK WSC,MUNICIPAL,I,HENDERSON,Y,0,0,0,0,0,0
305,BRYAN,MUNICIPAL,G,BRAZOS,N,0,1896,4578,8034,12323,19650
307,BUDA,MUNICIPAL,K,HAYS,Y,0,0,440,1724,3180,4839
307,BUDA,MUNICIPAL,L,HAYS,Y,0,0,0,0,0,0
308,BUENA VISTA-BETHEL SUD,MUNICIPAL,C,ELLIS,N,0,0,161,403,867,1836
309,BUFFALO,MUNICIPAL,H,LEON,N,0,0,0,0,0,0
310,BULLARD,MUNICIPAL,I,CHEROKEE,Y,0,0,0,0,0,0
310,BULLARD,MUNICIPAL,I,SMITH,Y,141,332,526,739,956,1182
312,BUNKER HILL VILLAGE,MUNICIPAL,H,HARRIS,N,0,0,0,0,0,0
313,BURKBURNETT,MUNICIPAL,B,WICHITA,N,0,0,0,0,0,0
314,BURLESON,MUNICIPAL,C,TARRANT,Y,3,226,386,692,925,1142
314,BURLESON,MUNICIPAL,G,JOHNSON,Y,0,819,1651,2374,3187,4062
315,BURNET,MUNICIPAL,K,BURNET,N,0,0,0,0,0,0
317,CADDO BASIN SUD,MUNICIPAL,C,COLLIN,Y,2,48,92,162,257,363
317,CADDO BASIN SUD,MUNICIPAL,D,HUNT,Y,5,172,314,560,945,1503
318,CADDO MILLS,MUNICIPAL,D,HUNT,N,0,1,36,68,108,254
319,CALDWELL,MUNICIPAL,G,BURLESON,N,0,0,0,0,0,0
321,CALVERT,MUNICIPAL,G,ROBERTSON,N,0,0,0,0,0,0
322,CAMERON,MUNICIPAL,G,MILAM,N,0,0,0,0,0,0
323,CAMP WOOD,MUNICIPAL,J,REAL,N,143,139,136,135,135,135
326,CANADIAN,MUNICIPAL,A,HEMPHILL,N,0,0,0,0,0,0
328,CANTON,MUNICIPAL,D,VAN ZANDT,N,0,0,0,0,0,0
329,CANYON,MUNICIPAL,A,RANDALL,N,0,54,696,1364,2578,3171
331,CARRIZO SPRINGS,MUNICIPAL,L,DIMMIT,N,0,0,0,0,0,0
332,CARROLLTON,MUNICIPAL,C,COLLIN,Y,0,0,1,1,1,0
332,CARROLLTON,MUNICIPAL,C,DALLAS,Y,374,798,1569,2140,2468,2724
332,CARROLLTON,MUNICIPAL,C,DENTON,Y,577,1272,2502,3409,3931,4339
335,CASTROVILLE,MUNICIPAL,L,MEDINA,N,281,273,266,264,267,270
337,CELESTE,MUNICIPAL,D,HUNT,N,29,52,86,136,209,316
338,CELINA,MUNICIPAL,C,COLLIN,Y,0,3196,8662,15155,20583,26115
338,CELINA,MUNICIPAL,C,DENTON,Y,0,328,1952,5353,5736,6012
339,CENTERVILLE,MUNICIPAL,H,LEON,N,0,0,0,0,0,0
341,CENTRAL WCID OF ANGELINA COUNTY,MUNICIPAL,I,ANGELINA,N,0,0,0,0,0,0
342,CHALK BLUFF WSC,MUNICIPAL,G,MCLENNAN,N,0,0,0,0,0,0
343,CHANDLER,MUNICIPAL,I,HENDERSON,N,0,0,0,0,0,118
344,CHARLOTTE,MUNICIPAL,L,ATASCOSA,N,0,0,0,0,0,0
345,CHATFIELD WSC,MUNICIPAL,C,NAVARRO,N,0,0,2,51,107,182
346,CHICO,MUNICIPAL,C,WISE,N,0,11,23,246,395,570
347,CHILDRESS,MUNICIPAL,A,CHILDRESS,N,0,0,0,0,163,344
348,CHILDRESS CREEK WSC,MUNICIPAL,G,BOSQUE,N,0,0,0,0,0,0
350,CHIMNEY HILL MUD,MUNICIPAL,H,HARRIS,N,0,0,0,0,0,0
351,CHINA,MUNICIPAL,I,JEFFERSON,N,0,0,0,0,0,0
355,CIBOLO,MUNICIPAL,L,GUADALUPE,N,0,40,484,704,813,866
356,CIMARRON PARK WATER,MUNICIPAL,K,HAYS,N,0,0,0,0,0,0
362,CISCO,MUNICIPAL,G,EASTLAND,N,0,0,0,0,0,0
